,company name,affiliation,former ID,industry type,city,state,address / directions,Phone #,Full Reporting Number,Reporting Mark,Reporting Number,locomotive serial number,locomotive model,Manufactured Date(MM/YY),Acquisition Date,HP,Cross Match
144,Freeport-McMoran Copper & Gold,,(formerly Phelps Dodge),(copper mine),Morenci,,"4521 US Hwy. 191, 85540     ", [(520) 865-4521],,,,33072.0,GP38,Apr-67,,2000.0,Not Matched
145,Freeport-McMoran Copper & Gold,,(formerly Phelps Dodge),(copper mine),Morenci,,"4521 US Hwy. 191, 85540     ", [(520) 865-4521],,,,33073.0,GP38,Apr-67,,2000.0,Not Matched
146,Freeport-McMoran Copper & Gold,,(formerly Phelps Dodge),(copper mine),Morenci,,"4521 US Hwy. 191, 85540     ", [(520) 865-4521],,,,33074.0,GP38,Apr-67,,2000.0,Not Matched
147,Freeport-McMoran Copper & Gold,,(formerly Phelps Dodge),(copper mine),Morenci,,"4521 US Hwy. 191, 85540     ", [(520) 865-4521],,,,33075.0,GP38,Apr-67,,2000.0,Not Matched
148,Freeport-McMoran Copper & Gold,,(formerly Phelps Dodge),(copper mine),Morenci,,"4521 US Hwy. 191, 85540     ", [(520) 865-4521],,,,37375.0,GP38,Apr-71,,2000.0,Not Matched
149,Freeport-McMoran Copper & Gold,,(formerly Phelps Dodge),(copper mine),Morenci,,"4521 US Hwy. 191, 85540     ", [(520) 865-4521],,,,,GP38-2,Mar-76,,2000.0,Not Matched
150,Freeport-McMoran Copper & Gold,,(formerly Phelps Dodge),(copper mine),Morenci,,"4521 US Hwy. 191, 85540     ", [(520) 865-4521],,,,,GP38-2,Mar-76,,2000.0,Not Matched
151,Freeport-McMoran Copper & Gold,,(formerly Phelps Dodge),(copper mine),Morenci,,"4521 US Hwy. 191, 85540     ", [(520) 865-4521],,,,,GP38-2,Mar-76,,2000.0,Not Matched
152,Freeport-McMoran Copper & Gold,,(formerly Phelps Dodge),(copper mine),Morenci,,"4521 US Hwy. 191, 85540     ", [(520) 865-4521],,,,,GP38-2,Mar-82,,2000.0,Not Matched
153,Freeport-McMoran Copper & Gold,,(formerly Phelps Dodge),(copper mine),Morenci,,"4521 US Hwy. 191, 85540     ", [(520) 865-4521],,,,32886.0,GP38,Feb-67,,2000.0,Not Matched
154,Freeport-McMoran Copper & Gold,,(formerly Phelps Dodge),(copper mine),Morenci,,"4521 US Hwy. 191, 85540     ", [(520) 865-4521],,,,,"""GP39-3""",Aug-81,,,Not Matched
155,"Freeport-McMoRan, Inc. - Sierrita Operations",,(formerly Cyprus Sierrita Corp.),,Sahuarita (Green Valley),,"6200 W. Duval Mine Rd., 85622      ", [(520) 648-8500],,,,,GP50,Sep-80,,3500.0,Not Matched
156,Andeavor,,(formerly Western Refining),bulk terminal,Tucson,,"4150 E Irvington Rd., 85714",,,,,10286.0,SW7,-50,,1200.0,Not Matched
157,Port of Tucson,,,intermodal yard,,,6964 E. Century Park Dr.       (E of...),(520) 574-1320,,,,28940.0,GP28,Apr-64,,1800.0,Not Matched
158,McElhaney Cattle Co.    ,,,(feed mill),Wellton,," Ave 1 & 34E, 85356     (SP mile post 775)",,,,,30246.0,SW1200,-65,1987.0,1200.0,Not Matched
159,Nutrient Ag Solutions,,,,Wilcox,,"299 S 1st Ave., 85643",,SPSR 1501,SPSR,1501,31233.0,SW1200,Feb-66,,1200.0,Not Matched
160,Progress Rai Services,,,,Mojave,,(@ Mojave Spaceport)  Kinnicut St,,,,,18870.0,SW9,Nov-53,2005.0,1200.0,Not Matched
161,"Western Farm Services, Inc.  ""West Isle Line""",,,,Alpaugh,Ca.,"3201 Ave. 54    (P.O. Box 148, 93201)    (operates 6 mile long, former  AT&SF Alpaugh Branch)     ", [(559) 949-8476],,,,21332.0,GP9,Feb-56,,1750.0,Not Matched
162,Marathon Martinez,,(formerly Tesoro),,Avon / Martinez,,,,GMTX 2623,GMTX,2623,36987.0,GP38-2,Mar-71,2023.0,2000.0,Not Matched
163,Marathon Martinez,,(formerly Tesoro),,Avon / Martinez,,,,,,,29223.0,GE 25ton,Nov-47,,,Not Matched
164,United States Borax,(subs Rio Tinto),,,Boron,,,,,,,71705.0,GP39-2,Oct-80,2007.0,2300.0,Not Matched
165,Holly Sugar Corp.,(subs. Southern Mn. Beet Sugar Co-Op),,,Brawley,,"395 Keystone Rd., 92227    ",  [(760) 344-3110],,,,28450.0,GE 25ton,May-46,,,Not Matched
166,Miller Milling Co.,(subs Nisshin Milling),,,Calwa  (Fresno),,2908 S. Maple Ave.      ,[(209) 441-8133],RLCX 903,RLCX,903,16623.0,SW8,Nov-52,1993.0,800.0,Not Matched
167,Marathon Petroleum â€“ Carson Refinery,,(formerly Tesoro),oil refinery,Carson,,"1801 East Sepulveda Boulevard, 90745             ",,,,,16339.0,SW9,Dec-52,,1200.0,Not Matched
168,Marathon Petroleum â€“ Carson Refinery,,(formerly Tesoro),oil refinery,Carson,,"1801 East Sepulveda Boulevard, 90745             ",,,,,25007.0,SW1200,Feb-59,,1200.0,Not Matched
169,Polyone Corp. ,,(formerly Geon Co.),,,,"2104 E 223rd St, Carson, 90810          ",  [310) 513-7186],,,,19391.0,SW8,Dec-53,2000.0,800.0,Not Matched
170,Foster Farms,,,,Delhi,,"         (P. O. Box 457, Livingston, Ca. 95334)",,,,,81733.0,S6,-56,1986.0,,Not Matched
171,"Chevron USA, Inc.",,,,El Segundo,,"324 West El Segundo Blvd., 90245                     ",   [(310) 615-5000],RLIX 1500,RLIX,1500,34429.0,SW1500,-69,2024.0,1500.0,Reporting Match
172,California Steel Industries   ,(j/v Nucor and JFE ),(formerly Kaiser Steel),(rolling mills),,,14000 San Bernardino Ave.,,,,,31745.0,SW1500,Jul-66,,1500.0,Not Matched
173,California Steel Industries   ,(j/v Nucor and JFE ),(formerly Kaiser Steel),(rolling mills),,,14000 San Bernardino Ave.,,,,,33290.0,SW1500 [,Oct-67,1992.0,,Not Matched
174,California Steel Industries   ,(j/v Nucor and JFE ),(formerly Kaiser Steel),(rolling mills),,,14000 San Bernardino Ave.,,,,,38229.0,SW1500,Oct-71,,1500.0,Not Matched
175,California Steel Industries   ,(j/v Nucor and JFE ),(formerly Kaiser Steel),(rolling mills),,,14000 San Bernardino Ave.,,,,,71505.0,SW1500,Jan-73,,1500.0,Not Matched
176,California Steel Industries   ,(j/v Nucor and JFE ),(formerly Kaiser Steel),(rolling mills),,,14000 San Bernardino Ave.,,,,,33795.0,SW1500,Mar-68,,1500.0,Not Matched
177,Inland Empire Commerce Center / Kaiser Ventures               ,,(formerly Kaiser Steel),(industrial park),,,,,,,,,NW2u,Dec-47,,,Not Matched
178,Western Milling,,,,Goshen,,31120 Nutmeg Rd.        , [(559) 651-1106],,,,13208.0,GP7,-51,,1500.0,Not Matched
179,Penny-Newman Grain Co.,,,,Guernsey,,"          (~6 mi. S. of Hanford, near S 10th & Kansas Aves.)",,,,,26045.0,GP20,Jul-60,,2000.0,Not Matched
180,Simplot Agribusiness         ,,,,Hamilton City,,"555 First, 95951    (First & Walsh)   (at Holly Sugar warehouse)",[(530) 826-3529],,,,81424.0,S6,Jan-55,,,Not Matched
181,Nu-west Milling LLC / Sierra Grain Terminal / Associated Feed & Supply,,,,Hughson,,4636 Geer Rd & Santa Fe Way   (s. of...),,,,,23171.0,SD9,-57,2021.0,1750.0,Not Matched
182,Imperial Irrigation District  â€“  All American Canal  ,,,(dam trash rack dump train),Imperial Dam,,  (N. of  Winterhaven),,,,,,Brookville 1.5ton BSA,Mar-47,,,Not Matched
183,Lathrop Terminal / UP ,,,  (intermodal  terminal),Lathrop,,,,RS 2527,RS,2527,35220.0,SW1500,-69,,1500.0,Not Matched
184,Lathrop Terminal / UP ,,,  (intermodal  terminal),Lathrop,,,,RS 2600,RS,2600,,SW1500,-71,,1500.0,Not Matched
185,Granite Rock Co.,,,,Logan    (Aromas),,,,,,,30956.0,GE 65ton,Jul-51,,,Not Matched
186,Granite Rock Co.,,,,Logan    (Aromas),,,,,,,27884.0,SW1200,-63,1986.0,1200.0,Not Matched
187,Granite Rock Co.,,,,Logan    (Aromas),,,,,,,13487.0,SW7u,-50,,,Not Matched
188,Celite Corporation,,,,Lompoc,,"2500 San Miguelito Road, 93436                         ",[(805) 736-1221],,,,18876.0,Goodman 18876-68T electric,,,,Not Matched
189,Celite Corporation,,,,Lompoc,,"2500 San Miguelito Road, 93436                         ",[(805) 736-1221],,,,,Goodman electric,,,,Not Matched
190,Celite Corporation,,,,Lompoc,,"2500 San Miguelito Road, 93436                         ",[(805) 736-1221],,,,,Wabco 136A36687 electric,,,,Not Matched
191,Celite Corporation,,,,Lompoc,,"2500 San Miguelito Road, 93436                         ",[(805) 736-1221],,,,34498.0,SW1500,-68,,1500.0,Not Matched
192,Imerys  Filtration,,(formerly Celite Corporation),,,,"2500 San Miguelito Road, 93436                         ",[(805) 736-1221],,,,34498.0,SW1500,-68,,1500.0,Not Matched
193,Mitsubishi Cement Corp.  â€“  Cushenbury Plant      ,,(formerly Kaiser Cement),,Lucerne Valley,,"5808 SR 18, 92356     ", [(760) 248-7373],,,,,Plymouth 40ton MDT,Apr-79,,,Not Matched
194,Lehigh Southwest Cement Co.,, (formerly Calaveras Cement),,Mountain Gate  (Project City),,"15390 Wonderland Blvd., 96003   ",   [(530) 275-1581],,,,31691.0,GE 45ton,Dec-52,,,Not Matched
195,Lehigh Southwest Cement Co.,, (formerly Calaveras Cement),,Mountain Gate  (Project City),,"15390 Wonderland Blvd., 96003   ",   [(530) 275-1581],,,,19644.0,SW900,Jun-54,,900.0,Not Matched
196,Lehigh Southwest Cement Co.,, (formerly Calaveras Cement),,Mountain Gate  (Project City),,"15390 Wonderland Blvd., 96003   ",   [(530) 275-1581],,,,29798.0,SW1200,Dec-65,2019.0,1200.0,Not Matched
197,CalPortland,,(formerly TXI),,Oro Grande,,"19409 National Trails Hwy., 92368",,EMDX 7101,EMDX,7101,,GP22ECO,Nov-68,2021.0,2150.0,Not Matched
198,Hanson Permanente Corp.           ,,(formerly Kaiser Cement),,Permanente  (Cupertino),,"24001 Stevens Creek Blvd., Cupertino 95014      ",  [(408) 996-4237],,,,18851.0,SW9m,Nov-53,1996.0,,Not Matched
199,USS - Posco Ind.   (steel mill)  (j/v USS & Pohang Iron & Steel)   ,,(formerly United States Steel- Pittsburg Plt.),,,,"900 Loveridge Rd., 94565    ", [(510) 439-6000],RLCX 1283,RLCX,1283,,SW1200RS,-56,1992.0,1200.0,Not Matched
200,USS - Posco Ind.   (steel mill)  (j/v USS & Pohang Iron & Steel)   ,,(formerly United States Steel- Pittsburg Plt.),,,,"900 Loveridge Rd., 94565    ", [(510) 439-6000],RLCX 1285,RLCX,1285,,SW1200RS,-58,1992.0,1200.0,Not Matched
201,United States Gypsum,,,,Plaster City,,,,,,,,DL535 Ex White Pass & Yukon #111,,1993.0,,Not Matched
202,United States Gypsum,,,,Plaster City,,,,,,,,DL535 Ex White Pass & Yukon #112,,1991.0,,Not Matched
203,United States Gypsum,,,,Plaster City,,,,WAMX 1578,WAMX,1578,,MP15,Aug-82,,,Not Matched
204,Tenneco Packaging    (paperboard mill)   ,,(formerly Diamond International),,Red Bluff,,"1 Diamond Ave., 96080                          ",  [(530) 529-3340],,,,27811.0,GE 25ton,Aug-44,,,Not Matched
205,"Chevron, USA",,,,,,,,RS 201,RS,201,11675.0,SW7m,Dec-50,1994.0,,Not Matched
206,"Chevron, USA",,,,,,,,RS 202,RS,202,11648.0,SW7m,Oct-50,1994.0,,Not Matched
207,Simsmetal America      ,,(formerly Sims-LMC Recyclers),,,,"600 S. 4th st., 94804                       ",[(510) 236-0606],,,,30464.0,GE 44ton,Aug-50,,,Not Matched
208,Simsmetal America      ,,(formerly Sims-LMC Recyclers),,,,"600 S. 4th st., 94804                       ",[(510) 236-0606],,,,12951.0,GE 44ton,Mar-41,,,Not Matched
209,Simsmetal America      ,,(formerly Sims-LMC Recyclers),,,,"600 S. 4th st., 94804                       ",[(510) 236-0606],,,,,GE 80ton Ex Niagara Mohawk Power,,,,Not Matched
210,SimsAmerica Recyclers    (scrap yard),,,,Sacramento,,130 N. 12th St. 95814               ,[(916) 444-3380),,,,29366.0,GE 25ton,Mar-48,,,Not Matched
211,Port of San Diego,,,,San Diego,,,,,,,,Plymouth 20ton JDT,May-53,,,Not Matched
212,Ardent Mills,,(formerly Cargill Flour Milling),,Stockton,,3939 Producers      ,[(209) 946-0914],,,,,SW1,Jun-39,,600.0,Not Matched
213,Ardent Mills,,(formerly Cargill Flour Milling),,Stockton,,3939 Producers      ,[(209) 946-0914],,,,21092.0,GP9,Feb-56,,1750.0,Not Matched
214,Central California Railcar Repair,,,,,,,(209) 465-2236,,,,,Whitcomb 20ton G/M,-30,,,Not Matched
215,Metropolitan Stevedore Co.   dba  Metro Ports,,(formerly Delta Bulk Terminal),(coal transloading)    ,,,"2321 W. Washington St., 95203                     ",    [(209) 943-7252] ,,,,42718.0,C30-7,Feb-80,2001.0,3000.0,Not Matched
216,Metropolitan Stevedore Co.   dba  Metro Ports,,(formerly Delta Bulk Terminal),(coal transloading)    ,,,"2321 W. Washington St., 95203                     ",    [(209) 943-7252] ,,,,,SE24C,,2019.0,,Not Matched
217,Penny Newman Grain Co. Inc.        ,,(formerly Continental Grain),,Stockton  ,," 1805 Harbor Rd., 95203      (port area)                ",   [(209) 466-5446],,,,,Plymouth 30ton ML-6,May-44,,,Not Matched
218,In-Terminal Services / ITS / BNSF - Mariposa Off-Load Facility    ,,,(intermodal facility),Stockton / Mariposa,,Arch Rd.         (~5 mi SE of...),,ITSX 6775,ITSX,6775,,SD40-2,May-77,,3000.0,Not Matched
219,In-Terminal Services / ITS / BNSF - Mariposa Off-Load Facility    ,,,(intermodal facility),Stockton / Mariposa,,Arch Rd.         (~5 mi SE of...),,ITSX 7807,ITSX,7807,,SD40-2,Jun-77,,3000.0,Not Matched
220,Northrup Grumman -  Marine Systems           ,, (formerly Westinghouse Electric),,Sunnyvale,,"401 E. Hendy, 94088    ",    [(408) 735-2475],,,,,Plymouth 15ton DDT,Oct-60,,,Not Matched
221,Pacific Ag Products,,(formerly Coast Grain ),(feed mill),Trigo,,"   (5 mi S/E  Madera, on BNSF)",,,,,12002.0,NW2m,Jan-49,2001.0,,Not Matched
222,IMC Chemicals,,(formerly North American Chemical),,Trona,,"(P.O. Box 367, 93592)          ",  [(619) 372-2379],,,,30251.0,SW1200,-65,,1200.0,Not Matched
223,Cemex   ,,"(formerly Southdown, Inc.)",(cement plant) ,Victorville,,"16888 N. E St.   (P.O. Box 937, 92392) ",     [(619) 381-7600],,,,28521.0,GE 65ton,Apr-46,,,Not Matched
224,Cemex   ,,"(formerly Southdown, Inc.)",(cement plant) ,Victorville,,"16888 N. E St.   (P.O. Box 937, 92392) ",     [(619) 381-7600],,,,29350.0,SDP35,-64,1981.0,2500.0,Not Matched
225,Cemex   ,,"(formerly Southdown, Inc.)",(cement plant) ,Victorville,,"16888 N. E St.   (P.O. Box 937, 92392) ",     [(619) 381-7600],,,,,SD40-2,Nov-78,1994.0,3000.0,Not Matched
226,Cemex   ,,"(formerly Southdown, Inc.)",(cement plant) ,Victorville,,"16888 N. E St.   (P.O. Box 937, 92392) ",     [(619) 381-7600],,,,,GP40d,,,,Not Matched
227,Cemex   ,,"(formerly Southdown, Inc.)",(cement plant) ,Victorville,,"16888 N. E St.   (P.O. Box 937, 92392) ",     [(619) 381-7600],,,,,GP40d,,,,Not Matched
228,Cemex   ,,"(formerly Southdown, Inc.)",(cement plant) ,Victorville,,"16888 N. E St.   (P.O. Box 937, 92392) ",     [(619) 381-7600],,,,,KLW SE32C,18-Nov,,,Not Matched
229,Savage Coal Service Corp.,,,,Wasco,,950 H,,,,,17452.0,GP7,-52,1989.0,1500.0,Not Matched
230,ADM   (ethanol terminal),,,,Watson,,,,RSS 430,RSS,430,18827.0,GP9,Jun-54,2002.0,1750.0,Not Matched
231,ADM   (ethanol terminal),,,,Watson,,,,RSS 3817,RSS,3817,25123.0,GP9,-59,,1750.0,Not Matched
232,GATX     ,,,(tank car repair),West Colton / Bloomington,,"20878 Slover Ave. Colton, 92324     ", [(909) 825-3043],,,,,"MPI ""MP14B""",,,,Not Matched
233,Andeavor,,(formerly Tesoro Calciner),(coke calciner) ,Wilmington  (Port of Los Angeles),,"2450 Pier B St, 90748                       ",  [(562)499-3200],,,,16339.0,SW9,Dec-52,,1200.0,Not Matched
234,Vestas,,,structural steel tubes,Pueblo,Co,"100 Tower R, 81004     (719) 288-2200  (4 mi S of Pueblo, off Lime Rd.)",,,,,25583.0,GP20,Jun-60,,2000.0,Not Matched
235,Vestas,,,structural steel tubes,Pueblo,Co,"100 Tower R, 81004     (719) 288-2200  (4 mi S of Pueblo, off Lime Rd.)",,,,,26835.0,GP20,Aug-61,,2000.0,Not Matched
236,U. S.  -  Dept. of Transportation,,,,Avondale,Co.,,,,,,38090.0,U30-C,Jun-71,,,Not Matched
237,U. S.  -  Dept. of Transportation,,,,Avondale,Co.,,,,,,19091.0,GP9,Jan-54,,1750.0,Not Matched
238,U. S.  -  Dept. of Transportation,,,,Avondale,Co.,,,,,,19148.0,GP9,Feb-54,1980.0,1750.0,Not Matched
239,U. S.  -  Dept. of Transportation,,,,Avondale,Co.,,,,,,19163.0,GP9,Mar-54,,1750.0,Not Matched
240,"Renewable Fiber, Inc. / Jansen & Eastern",,,woodchips,Bunyan,,(3 mi. S of Johnstown)  CR 42,,,,,15859.0,GE 25ton,Oct-42,2001.0,,Not Matched
241,Niobrara Crude Terminal,,,,Carr,,,,RSSX 2120,RSSX,2120,19085.0,SW1200,Jan-55,,1200.0,Reporting Match
242,Cargill / Ag Horizons,,,,Cheyenne Wells,,,,,,,19441.0,SD9,-54,,1750.0,Not Matched
243,Cargill / Ag Horizons,,,,Cheyenne Wells,,,,,,,23702.0,GP9,Dec-57,2000.0,1750.0,Not Matched
244,ConAgra Flour Milling,,,,Commerce City,,"4545 E. 64th St., 80022      ", [(303) 289-6141],,,,31094.0,SW1200,Mar-66,1986.0,1200.0,Not Matched
245,"L.G. Everist, Inc.",,,(sand & gravel),,,"Quince St, off E. 88th St.",,,,,35233.0,SW1500,-69,,1500.0,Not Matched
246,"Cargill, Inc.",,,,Denver,,"1451 Cargill Dr., 80221        ", [(303) 433-6331],,,,17864.0,GE 65ton,May-43,,,Not Matched
247,Koppers Industries,,,,,,"465 W. 56th Ave., 80216       ", [(303) 295-2823],,,,29071.0,GE 44ton,Oct-47,,,Not Matched
248,Eaton Industrial Rail Park,,(at former Amalgamated Sugar plant),,Eaton,,,,SSRX 118,SSRX,118,21203.0,GP9,May-56,,1750.0,Not Matched
249,Anheuser Busch / AB-In Bev,,,,Fort Collins,,,,SSRX 1393,SSRX,1393,,MP15AC,,,1500.0,Not Matched
250,Anheuser Busch / AB-In Bev,,,,Fort Collins,,,,TPL 2049,TPL,2049,26584.0,GP20,-61,,2000.0,Not Matched
251,A. Coors Co. ,,, (brewery),Golden,,"12th & Ford Streets, 80401     ", [(303) 279-6565],,,,16630.0,SW8,Nov-52,1981.0,800.0,Not Matched
252,A. Coors Co. ,,, (brewery),Golden,,"12th & Ford Streets, 80401     ", [(303) 279-6565],,,,23436.0,SW900m,Jan-57,1981.0,,Not Matched
253,A. Coors Co. ,,, (brewery),Golden,,"12th & Ford Streets, 80401     ", [(303) 279-6565],,,,23439.0,SW900m,,1981.0,,Not Matched
254,A. Coors Co. ,,, (brewery),Golden,,"12th & Ford Streets, 80401     ", [(303) 279-6565],,,,16629.0,SW8,Nov-52,1981.0,800.0,Not Matched
255,A. Coors Co. ,,, (brewery),Golden,,"12th & Ford Streets, 80401     ", [(303) 279-6565],,,,18708.0,SW8,Aug-53,1981.0,800.0,Not Matched
256,A. Coors Co. ,,, (brewery),Golden,,"12th & Ford Streets, 80401     ", [(303) 279-6565],2nd,,,35893.0,SW1000,Jan-71,2003.0,1000.0,Not Matched
257,A. Coors Co. ,,, (brewery),Golden,,"12th & Ford Streets, 80401     ", [(303) 279-6565],,,,,SW1001,Dec-80,,1000.0,Not Matched
258,"DPC Industries, Inc.    ",,,(chemicals),Hudson ,,"23500 I-76 Access, 80642       ",  [(303) 536-4000],,,,33024.0,GE 45ton,Dec-57,,,Not Matched
259,Colorado School of Mines  -  Edgar Mine,,,,Idaho Springs,,,,,,,,Plymouth 5ton FMD-24/2,Jun-58,,,Not Matched
260,"Colorado Sweet Gold, LLC     ",,(formerly Coors / Golden Technologies Co.),(corn sweetners)  ,Johnstown,,"8714 Hwy. 60, 80534   ",   [(303) 587-5131],,,,,SW1,Dec-40,,600.0,Not Matched
261,West Plains,,"(formerly Colorado Sweet Gold, LLC)",grain elevator,,,"8714 Hwy. 60, 80534   ",  (970) 674-1154,,,,,SW1,Dec-40,,600.0,Not Matched
262,Big Lift Terminal,(BNSF),,,Littleton,,"6996 W Titan Rd., 80125",(480) 850-5757,ITSX 3312,ITSX,3312,,SD40-2,Jul-76,2014.0,3000.0,Not Matched
263,"Cemex, Inc. ",,"(formerly Southdown, Inc.)",,Lyons,,"5134 Ute Hwy.  (P.O. Box 529, 80540)    ",  [(303) 823-2100],,,,29346.0,GE 45ton,Mar-48,,,Not Matched
264,Holcim,,(formerly Holnam Inc. ),,Portland  (Florence),,"3500 E. Hwy. 120, Florence Co.,81226      (6 mi. E. of Florence)      ",  [(719)784-6325],OMLX 3416,OMLX,3416,21334.0,GP9,Feb-56,,1750.0,Not Matched
265,"Liberty Railway Services, Inc.   ",,, (railcar manufacturing),,,"598 N. States Ave., 81007    (Pueblo West  Industrial Park)    ", [(719) 544-6867],,,,,SW7,Mar-50,,1200.0,Not Matched
266,"Liberty Railway Services, Inc.   ",,, (railcar manufacturing),,,"598 N. States Ave., 81007    (Pueblo West  Industrial Park)    ", [(719) 544-6867],,,,18076.0,GE 80ton,Jan-44,,,Not Matched
267,"Liberty Railway Services, Inc.   ",,, (railcar manufacturing),,,"598 N. States Ave., 81007    (Pueblo West  Industrial Park)    ", [(719) 544-6867],,,,,Alco MRS1 Ex USN #B2057,,,,Not Matched
268,"Liberty Railway Services, Inc.   ",,, (railcar manufacturing),,,"598 N. States Ave., 81007    (Pueblo West  Industrial Park)    ", [(719) 544-6867],,,,,Alco MRS1 Ex USN,,,,Not Matched
269,"Blue Mountain Energy, Inc.  - Deserado Coal Mine  ""Deseret - Western Ry.""  ",(subs. . Deseret Generation & Transmission Co-Operative     ),(formerly Western Fuel Associates),,Rangely,,"  (line runs 35 miles to power plant at Bonanza, Ut.)",,,,,43146.0,E60-C,Aug-83,,,Not Matched
270,"Blue Mountain Energy, Inc.  - Deserado Coal Mine  ""Deseret - Western Ry.""  ",(subs. . Deseret Generation & Transmission Co-Operative     ),(formerly Western Fuel Associates),,Rangely,,"  (line runs 35 miles to power plant at Bonanza, Ut.)",,,,,43147.0,E60-C,Aug-83,,,Not Matched
271,"Blue Mountain Energy, Inc.  - Deserado Coal Mine  ""Deseret - Western Ry.""  ",(subs. . Deseret Generation & Transmission Co-Operative     ),(formerly Western Fuel Associates),,Rangely,,"  (line runs 35 miles to power plant at Bonanza, Ut.)",,,,,44058.0,E-60-C,Sep-83,,,Not Matched
272,"Blue Mountain Energy, Inc.  - Deserado Coal Mine  ""Deseret - Western Ry.""  ",(subs. . Deseret Generation & Transmission Co-Operative     ),(formerly Western Fuel Associates),,Rangely,,"  (line runs 35 miles to power plant at Bonanza, Ut.)",,,,,44062.0,E-60-C,Oct-83,,,Not Matched
273,TXI  ï¿½  Boulder Plant          ,,(formerly Western Aggregates Inc.),,Rocky Flats  (Boulder),,"11728 Hwy. 93, Boulder, Co. 80303-9649    (6 mi. S. of Boulder)     ",((303) 499-1010],851,,,,G8,Jun-54,1996.0,875.0,Not Matched
274,American Coal Co.,,,,Windsor,,,,,,,13315.0,GP7,-51,,1500.0,Not Matched
275,American Coal Co.,,,,Windsor,,,,,,,22970.0,GP9,Apr-57,,1750.0,Not Matched
276,"Tilcon Connecticut, Inc.  â€“  ""Branford Steam RR""          ",(subs. Oldcastle Co.),"(formerly Tomasso, Inc.)",(aggregates) ,Branford,Ct.,"909 Foxon Rd., North Branford   (P. O. Box 67, Branford, Ct., 06471-0067)     ",  [(203) 484-2881],,,,,SW1001,Jul-76,,1000.0,Not Matched
277,"Tilcon Connecticut, Inc.  â€“  ""Branford Steam RR""          ",(subs. Oldcastle Co.),"(formerly Tomasso, Inc.)",(aggregates) ,Branford,Ct.,"909 Foxon Rd., North Branford   (P. O. Box 67, Branford, Ct., 06471-0067)     ",  [(203) 484-2881],,,,44344.0,GE 85ton,May-84,,,Not Matched
278,"Tilcon Connecticut, Inc.  â€“  ""Branford Steam RR""          ",(subs. Oldcastle Co.),"(formerly Tomasso, Inc.)",(aggregates) ,Branford,Ct.,"909 Foxon Rd., North Branford   (P. O. Box 67, Branford, Ct., 06471-0067)     ",  [(203) 484-2881],,,,44354.0,GE 85ton,-88,,,Not Matched
279,General Dynamics  â€“  Electric Boat div.     ,,(formerly Electric Boat Co.),,Groton,,"75 Eastern Point Rd., 06340     ", [(203) 433-1000],,,,28344.0,GE 44ton,Mar-47,1974.0,,Not Matched
