company name,affiliation,former ID,industry type,city,state,address / directions,Phone #,Full Reporting Number,Reporting Mark,Reporting Number,locomotive serial number,locomotive model,Manufactured Date(MM/YY),Acquisition Date,HP
Marathon Martinez,,(formerly Tesoro),,Avon / Martinez,,,,GMTX 2623,GMTX,2623,36987,GP38-2,Mar-71,2023,2000
Marathon Martinez,,(formerly Tesoro),,Avon / Martinez,,,,,,,29223,GE 25ton,Nov-47,,
United States Borax,(subs Rio Tinto),,,Boron,,,,,,,71705,GP39-2,Oct-80,2007,2300
Holly Sugar Corp.,(subs. Southern Mn. Beet Sugar Co-Op),,,Brawley,,"395 Keystone Rd., 92227    ",  [(760) 344-3110],,,,28450,GE 25ton,May-46,,
Miller Milling Co.,(subs Nisshin Milling),,,Calwa  (Fresno),,2908 S. Maple Ave.      ,[(209) 441-8133],RLCX 903,RLCX,903,16623,SW8,Nov-52,1993,800
Marathon Petroleum â€“ Carson Refinery,,(formerly Tesoro),oil refinery,Carson,,"1801 East Sepulveda Boulevard, 90745             ",,,,,16339,SW9,Dec-52,,1200
Marathon Petroleum â€“ Carson Refinery,,(formerly Tesoro),oil refinery,Carson,,"1801 East Sepulveda Boulevard, 90745             ",,,,,25007,SW1200,Feb-59,,1200
Polyone Corp. ,,(formerly Geon Co.),,,,"2104 E 223rd St, Carson, 90810          ",  [310) 513-7186],,,,19391,SW8,Dec-53,2000,800
Foster Farms,,,,Delhi,,"         (P. O. Box 457, Livingston, Ca. 95334)",,,,,81733,S6,-56,1986,
"Chevron USA, Inc.",,,,El Segundo,,"324 West El Segundo Blvd., 90245                     ",   [(310) 615-5000],RLIX 1500,RLIX,1500,34429,SW1500,-69,2024,1500
California Steel Industries   ,(j/v Nucor and JFE ),(formerly Kaiser Steel),(rolling mills),,,14000 San Bernardino Ave.,,,,,31745,SW1500,Jul-66,,1500
California Steel Industries   ,(j/v Nucor and JFE ),(formerly Kaiser Steel),(rolling mills),,,14000 San Bernardino Ave.,,,,,33290,SW1500 [,Oct-67,1992,
California Steel Industries   ,(j/v Nucor and JFE ),(formerly Kaiser Steel),(rolling mills),,,14000 San Bernardino Ave.,,,,,38229,SW1500,Oct-71,,1500
California Steel Industries   ,(j/v Nucor and JFE ),(formerly Kaiser Steel),(rolling mills),,,14000 San Bernardino Ave.,,,,,71505,SW1500,Jan-73,,1500
California Steel Industries   ,(j/v Nucor and JFE ),(formerly Kaiser Steel),(rolling mills),,,14000 San Bernardino Ave.,,,,,33795,SW1500,Mar-68,,1500
Inland Empire Commerce Center / Kaiser Ventures               ,,(formerly Kaiser Steel),(industrial park),,,,,,,,,NW2u,Dec-47,,
Western Milling,,,,Goshen,,31120 Nutmeg Rd.        , [(559) 651-1106],,,,13208,GP7,-51,,1500
Penny-Newman Grain Co.,,,,Guernsey,,"          (~6 mi. S. of Hanford, near S 10th & Kansas Aves.)",,,,,26045,GP20,Jul-60,,2000
Simplot Agribusiness         ,,,,Hamilton City,,"555 First, 95951    (First & Walsh)   (at Holly Sugar warehouse)",[(530) 826-3529],,,,81424,S6,Jan-55,,
Nu-west Milling LLC / Sierra Grain Terminal / Associated Feed & Supply,,,,Hughson,,4636 Geer Rd & Santa Fe Way   (s. of...),,,,,23171,SD9,-57,2021,1750
Imperial Irrigation District  â€“  All American Canal  ,,,(dam trash rack dump train),Imperial Dam,,  (N. of  Winterhaven),,,,,,Brookville 1.5ton BSA,Mar-47,,
Lathrop Terminal / UP ,,,  (intermodal  terminal),Lathrop,,,,RS 2527,RS,2527,35220,SW1500,-69,,1500
Lathrop Terminal / UP ,,,  (intermodal  terminal),Lathrop,,,,RS 2600,RS,2600,,SW1500,-71,,1500
Granite Rock Co.,,,,Logan    (Aromas),,,,,,,30956,GE 65ton,Jul-51,,
Granite Rock Co.,,,,Logan    (Aromas),,,,,,,27884,SW1200,-63,1986,1200
Granite Rock Co.,,,,Logan    (Aromas),,,,,,,13487,SW7u,-50,,
Celite Corporation,,,,Lompoc,,"2500 San Miguelito Road, 93436                         ",[(805) 736-1221],,,,18876,Goodman 18876-68T electric,,,
Celite Corporation,,,,Lompoc,,"2500 San Miguelito Road, 93436                         ",[(805) 736-1221],,,,,Goodman electric,,,
Celite Corporation,,,,Lompoc,,"2500 San Miguelito Road, 93436                         ",[(805) 736-1221],,,,,Wabco 136A36687 electric,,,
Celite Corporation,,,,Lompoc,,"2500 San Miguelito Road, 93436                         ",[(805) 736-1221],,,,34498,SW1500,-68,,1500
Imerys  Filtration,,(formerly Celite Corporation),,,,"2500 San Miguelito Road, 93436                         ",[(805) 736-1221],,,,34498,SW1500,-68,,1500
Mitsubishi Cement Corp.  â€“  Cushenbury Plant      ,,(formerly Kaiser Cement),,Lucerne Valley,,"5808 SR 18, 92356     ", [(760) 248-7373],,,,,Plymouth 40ton MDT,Apr-79,,
Lehigh Southwest Cement Co.,, (formerly Calaveras Cement),,Mountain Gate  (Project City),,"15390 Wonderland Blvd., 96003   ",   [(530) 275-1581],,,,31691,GE 45ton,Dec-52,,
Lehigh Southwest Cement Co.,, (formerly Calaveras Cement),,Mountain Gate  (Project City),,"15390 Wonderland Blvd., 96003   ",   [(530) 275-1581],,,,19644,SW900,Jun-54,,900
Lehigh Southwest Cement Co.,, (formerly Calaveras Cement),,Mountain Gate  (Project City),,"15390 Wonderland Blvd., 96003   ",   [(530) 275-1581],,,,29798,SW1200,Dec-65,2019,1200
CalPortland,,(formerly TXI),,Oro Grande,,"19409 National Trails Hwy., 92368",,EMDX 7101,EMDX,7101,,GP22ECO,Nov-68,2021,2150
Hanson Permanente Corp.           ,,(formerly Kaiser Cement),,Permanente  (Cupertino),,"24001 Stevens Creek Blvd., Cupertino 95014      ",  [(408) 996-4237],,,,18851,SW9m,Nov-53,1996,
USS - Posco Ind.   (steel mill)  (j/v USS & Pohang Iron & Steel)   ,,(formerly United States Steel- Pittsburg Plt.),,,,"900 Loveridge Rd., 94565    ", [(510) 439-6000],RLCX 1283,RLCX,1283,,SW1200RS,-56,1992,1200
USS - Posco Ind.   (steel mill)  (j/v USS & Pohang Iron & Steel)   ,,(formerly United States Steel- Pittsburg Plt.),,,,"900 Loveridge Rd., 94565    ", [(510) 439-6000],RLCX 1285,RLCX,1285,,SW1200RS,-58,1992,1200
United States Gypsum,,,,Plaster City,,,,,,,,DL535 Ex White Pass & Yukon #111,,1993,
United States Gypsum,,,,Plaster City,,,,,,,,DL535 Ex White Pass & Yukon #112,,1991,
United States Gypsum,,,,Plaster City,,,,WAMX 1578,WAMX,1578,,MP15,Aug-82,,
Tenneco Packaging    (paperboard mill)   ,,(formerly Diamond International),,Red Bluff,,"1 Diamond Ave., 96080                          ",  [(530) 529-3340],,,,27811,GE 25ton,Aug-44,,
"Chevron, USA",,,,,,,,RS 201,RS,201,11675,SW7m,Dec-50,1994,
"Chevron, USA",,,,,,,,RS 202,RS,202,11648,SW7m,Oct-50,1994,
Simsmetal America      ,,(formerly Sims-LMC Recyclers),,,,"600 S. 4th st., 94804                       ",[(510) 236-0606],,,,30464,GE 44ton,Aug-50,,
Simsmetal America      ,,(formerly Sims-LMC Recyclers),,,,"600 S. 4th st., 94804                       ",[(510) 236-0606],,,,12951,GE 44ton,Mar-41,,
Simsmetal America      ,,(formerly Sims-LMC Recyclers),,,,"600 S. 4th st., 94804                       ",[(510) 236-0606],,,,,GE 80ton Ex Niagara Mohawk Power,,,
SimsAmerica Recyclers    (scrap yard),,,,Sacramento,,130 N. 12th St. 95814               ,[(916) 444-3380),,,,29366,GE 25ton,Mar-48,,
Port of San Diego,,,,San Diego,,,,,,,,Plymouth 20ton JDT,May-53,,
Ardent Mills,,(formerly Cargill Flour Milling),,Stockton,,3939 Producers      ,[(209) 946-0914],,,,,SW1,Jun-39,,600
Ardent Mills,,(formerly Cargill Flour Milling),,Stockton,,3939 Producers      ,[(209) 946-0914],,,,21092,GP9,Feb-56,,1750
Central California Railcar Repair,,,,,,,(209) 465-2236,,,,,Whitcomb 20ton G/M,-30,,
Metropolitan Stevedore Co.   dba  Metro Ports,,(formerly Delta Bulk Terminal),(coal transloading)    ,,,"2321 W. Washington St., 95203                     ",    [(209) 943-7252] ,,,,42718,C30-7,Feb-80,2001,3000
Metropolitan Stevedore Co.   dba  Metro Ports,,(formerly Delta Bulk Terminal),(coal transloading)    ,,,"2321 W. Washington St., 95203                     ",    [(209) 943-7252] ,,,,,SE24C,,2019,
Penny Newman Grain Co. Inc.        ,,(formerly Continental Grain),,Stockton  ,," 1805 Harbor Rd., 95203      (port area)                ",   [(209) 466-5446],,,,,Plymouth 30ton ML-6,May-44,,
In-Terminal Services / ITS / BNSF - Mariposa Off-Load Facility    ,,,(intermodal facility),Stockton / Mariposa,,Arch Rd.         (~5 mi SE of...),,ITSX 6775,ITSX,6775,,SD40-2,May-77,,3000
In-Terminal Services / ITS / BNSF - Mariposa Off-Load Facility    ,,,(intermodal facility),Stockton / Mariposa,,Arch Rd.         (~5 mi SE of...),,ITSX 7807,ITSX,7807,,SD40-2,Jun-77,,3000
Northrup Grumman -  Marine Systems           ,, (formerly Westinghouse Electric),,Sunnyvale,,"401 E. Hendy, 94088    ",    [(408) 735-2475],,,,,Plymouth 15ton DDT,Oct-60,,
Pacific Ag Products,,(formerly Coast Grain ),(feed mill),Trigo,,"   (5 mi S/E  Madera, on BNSF)",,,,,12002,NW2m,Jan-49,2001,
IMC Chemicals,,(formerly North American Chemical),,Trona,,"(P.O. Box 367, 93592)          ",  [(619) 372-2379],,,,30251,SW1200,-65,,1200
Cemex   ,,"(formerly Southdown, Inc.)",(cement plant) ,Victorville,,"16888 N. E St.   (P.O. Box 937, 92392) ",     [(619) 381-7600],,,,28521,GE 65ton,Apr-46,,
Cemex   ,,"(formerly Southdown, Inc.)",(cement plant) ,Victorville,,"16888 N. E St.   (P.O. Box 937, 92392) ",     [(619) 381-7600],,,,29350,SDP35,-64,1981,2500
Cemex   ,,"(formerly Southdown, Inc.)",(cement plant) ,Victorville,,"16888 N. E St.   (P.O. Box 937, 92392) ",     [(619) 381-7600],,,,,SD40-2,Nov-78,1994,3000
Cemex   ,,"(formerly Southdown, Inc.)",(cement plant) ,Victorville,,"16888 N. E St.   (P.O. Box 937, 92392) ",     [(619) 381-7600],,,,,GP40d,,,
Cemex   ,,"(formerly Southdown, Inc.)",(cement plant) ,Victorville,,"16888 N. E St.   (P.O. Box 937, 92392) ",     [(619) 381-7600],,,,,GP40d,,,
Cemex   ,,"(formerly Southdown, Inc.)",(cement plant) ,Victorville,,"16888 N. E St.   (P.O. Box 937, 92392) ",     [(619) 381-7600],,,,,KLW SE32C,18-Nov,,
Savage Coal Service Corp.,,,,Wasco,,950 H,,,,,17452,GP7,-52,1989,1500
ADM   (ethanol terminal),,,,Watson,,,,RSS 430,RSS,430,18827,GP9,Jun-54,2002,1750
ADM   (ethanol terminal),,,,Watson,,,,RSS 3817,RSS,3817,25123,GP9,-59,,1750
GATX     ,,,(tank car repair),West Colton / Bloomington,,"20878 Slover Ave. Colton, 92324     ", [(909) 825-3043],,,,,"MPI ""MP14B""",,,
Andeavor,,(formerly Tesoro Calciner),(coke calciner) ,Wilmington  (Port of Los Angeles),,"2450 Pier B St, 90748                       ",  [(562)499-3200],,,,16339,SW9,Dec-52,,1200
Vestas,,,structural steel tubes,Pueblo,Co,"100 Tower R, 81004     (719) 288-2200  (4 mi S of Pueblo, off Lime Rd.)",,,,,25583,GP20,Jun-60,,2000
Vestas,,,structural steel tubes,Pueblo,Co,"100 Tower R, 81004     (719) 288-2200  (4 mi S of Pueblo, off Lime Rd.)",,,,,26835,GP20,Aug-61,,2000
U. S.  -  Dept. of Transportation,,,,Avondale,Co.,,,,,,38090,U30-C,Jun-71,,
U. S.  -  Dept. of Transportation,,,,Avondale,Co.,,,,,,19091,GP9,Jan-54,,1750
U. S.  -  Dept. of Transportation,,,,Avondale,Co.,,,,,,19148,GP9,Feb-54,1980,1750
U. S.  -  Dept. of Transportation,,,,Avondale,Co.,,,,,,19163,GP9,Mar-54,,1750
"Renewable Fiber, Inc. / Jansen & Eastern",,,woodchips,Bunyan,,(3 mi. S of Johnstown)  CR 42,,,,,15859,GE 25ton,Oct-42,2001,
Niobrara Crude Terminal,,,,Carr,,,,RSSX 2120,RSSX,2120,19085,SW1200,Jan-55,,1200
Cargill / Ag Horizons,,,,Cheyenne Wells,,,,,,,19441,SD9,-54,,1750
Cargill / Ag Horizons,,,,Cheyenne Wells,,,,,,,23702,GP9,Dec-57,2000,1750
ConAgra Flour Milling,,,,Commerce City,,"4545 E. 64th St., 80022      ", [(303) 289-6141],,,,31094,SW1200,Mar-66,1986,1200
"L.G. Everist, Inc.",,,(sand & gravel),,,"Quince St, off E. 88th St.",,,,,35233,SW1500,-69,,1500
"Cargill, Inc.",,,,Denver,,"1451 Cargill Dr., 80221        ", [(303) 433-6331],,,,17864,GE 65ton,May-43,,
Koppers Industries,,,,,,"465 W. 56th Ave., 80216       ", [(303) 295-2823],,,,29071,GE 44ton,Oct-47,,
Eaton Industrial Rail Park,,(at former Amalgamated Sugar plant),,Eaton,,,,SSRX 118,SSRX,118,21203,GP9,May-56,,1750
Anheuser Busch / AB-In Bev,,,,Fort Collins,,,,SSRX 1393,SSRX,1393,,MP15AC,,,1500
Anheuser Busch / AB-In Bev,,,,Fort Collins,,,,TPL 2049,TPL,2049,26584,GP20,-61,,2000
A. Coors Co. ,,, (brewery),Golden,,"12th & Ford Streets, 80401     ", [(303) 279-6565],,,,16630,SW8,Nov-52,1981,800
A. Coors Co. ,,, (brewery),Golden,,"12th & Ford Streets, 80401     ", [(303) 279-6565],,,,23436,SW900m,Jan-57,1981,
A. Coors Co. ,,, (brewery),Golden,,"12th & Ford Streets, 80401     ", [(303) 279-6565],,,,23439,SW900m,,1981,
A. Coors Co. ,,, (brewery),Golden,,"12th & Ford Streets, 80401     ", [(303) 279-6565],,,,16629,SW8,Nov-52,1981,800
A. Coors Co. ,,, (brewery),Golden,,"12th & Ford Streets, 80401     ", [(303) 279-6565],,,,18708,SW8,Aug-53,1981,800
A. Coors Co. ,,, (brewery),Golden,,"12th & Ford Streets, 80401     ", [(303) 279-6565],2nd,,,35893,SW1000,Jan-71,2003,1000
A. Coors Co. ,,, (brewery),Golden,,"12th & Ford Streets, 80401     ", [(303) 279-6565],,,,,SW1001,Dec-80,,1000
"DPC Industries, Inc.    ",,,(chemicals),Hudson ,,"23500 I-76 Access, 80642       ",  [(303) 536-4000],,,,33024,GE 45ton,Dec-57,,
Colorado School of Mines  -  Edgar Mine,,,,Idaho Springs,,,,,,,,Plymouth 5ton FMD-24/2,Jun-58,,
"Colorado Sweet Gold, LLC     ",,(formerly Coors / Golden Technologies Co.),(corn sweetners)  ,Johnstown,,"8714 Hwy. 60, 80534   ",   [(303) 587-5131],,,,,SW1,Dec-40,,600
West Plains,,"(formerly Colorado Sweet Gold, LLC)",grain elevator,,,"8714 Hwy. 60, 80534   ",  (970) 674-1154,,,,,SW1,Dec-40,,600
Big Lift Terminal,(BNSF),,,Littleton,,"6996 W Titan Rd., 80125",(480) 850-5757,ITSX 3312,ITSX,3312,,SD40-2,Jul-76,2014,3000
"Cemex, Inc. ",,"(formerly Southdown, Inc.)",,Lyons,,"5134 Ute Hwy.  (P.O. Box 529, 80540)    ",  [(303) 823-2100],,,,29346,GE 45ton,Mar-48,,
Holcim,,(formerly Holnam Inc. ),,Portland  (Florence),,"3500 E. Hwy. 120, Florence Co.,81226      (6 mi. E. of Florence)      ",  [(719)784-6325],OMLX 3416,OMLX,3416,21334,GP9,Feb-56,,1750
"Liberty Railway Services, Inc.   ",,, (railcar manufacturing),,,"598 N. States Ave., 81007    (Pueblo West  Industrial Park)    ", [(719) 544-6867],,,,,SW7,Mar-50,,1200
"Liberty Railway Services, Inc.   ",,, (railcar manufacturing),,,"598 N. States Ave., 81007    (Pueblo West  Industrial Park)    ", [(719) 544-6867],,,,18076,GE 80ton,Jan-44,,
"Liberty Railway Services, Inc.   ",,, (railcar manufacturing),,,"598 N. States Ave., 81007    (Pueblo West  Industrial Park)    ", [(719) 544-6867],,,,,Alco MRS1 Ex USN #B2057,,,
"Liberty Railway Services, Inc.   ",,, (railcar manufacturing),,,"598 N. States Ave., 81007    (Pueblo West  Industrial Park)    ", [(719) 544-6867],,,,,Alco MRS1 Ex USN,,,
"Blue Mountain Energy, Inc.  - Deserado Coal Mine  ""Deseret - Western Ry.""  ",(subs. . Deseret Generation & Transmission Co-Operative     ),(formerly Western Fuel Associates),,Rangely,,"  (line runs 35 miles to power plant at Bonanza, Ut.)",,,,,43146,E60-C,Aug-83,,
"Blue Mountain Energy, Inc.  - Deserado Coal Mine  ""Deseret - Western Ry.""  ",(subs. . Deseret Generation & Transmission Co-Operative     ),(formerly Western Fuel Associates),,Rangely,,"  (line runs 35 miles to power plant at Bonanza, Ut.)",,,,,43147,E60-C,Aug-83,,
"Blue Mountain Energy, Inc.  - Deserado Coal Mine  ""Deseret - Western Ry.""  ",(subs. . Deseret Generation & Transmission Co-Operative     ),(formerly Western Fuel Associates),,Rangely,,"  (line runs 35 miles to power plant at Bonanza, Ut.)",,,,,44058,E-60-C,Sep-83,,
"Blue Mountain Energy, Inc.  - Deserado Coal Mine  ""Deseret - Western Ry.""  ",(subs. . Deseret Generation & Transmission Co-Operative     ),(formerly Western Fuel Associates),,Rangely,,"  (line runs 35 miles to power plant at Bonanza, Ut.)",,,,,44062,E-60-C,Oct-83,,
TXI  ï¿½  Boulder Plant          ,,(formerly Western Aggregates Inc.),,Rocky Flats  (Boulder),,"11728 Hwy. 93, Boulder, Co. 80303-9649    (6 mi. S. of Boulder)     ",((303) 499-1010],851,,,,G8,Jun-54,1996,875
American Coal Co.,,,,Windsor,,,,,,,13315,GP7,-51,,1500
American Coal Co.,,,,Windsor,,,,,,,22970,GP9,Apr-57,,1750
"Tilcon Connecticut, Inc.  â€“  ""Branford Steam RR""          ",(subs. Oldcastle Co.),"(formerly Tomasso, Inc.)",(aggregates) ,Branford,Ct.,"909 Foxon Rd., North Branford   (P. O. Box 67, Branford, Ct., 06471-0067)     ",  [(203) 484-2881],,,,,SW1001,Jul-76,,1000
"Tilcon Connecticut, Inc.  â€“  ""Branford Steam RR""          ",(subs. Oldcastle Co.),"(formerly Tomasso, Inc.)",(aggregates) ,Branford,Ct.,"909 Foxon Rd., North Branford   (P. O. Box 67, Branford, Ct., 06471-0067)     ",  [(203) 484-2881],,,,44344,GE 85ton,May-84,,
"Tilcon Connecticut, Inc.  â€“  ""Branford Steam RR""          ",(subs. Oldcastle Co.),"(formerly Tomasso, Inc.)",(aggregates) ,Branford,Ct.,"909 Foxon Rd., North Branford   (P. O. Box 67, Branford, Ct., 06471-0067)     ",  [(203) 484-2881],,,,44354,GE 85ton,-88,,
General Dynamics  â€“  Electric Boat div.     ,,(formerly Electric Boat Co.),,Groton,,"75 Eastern Point Rd., 06340     ", [(203) 433-1000],,,,28344,GE 44ton,Mar-47,1974,
"All Waste, Inc.",,"(formerly Murphy Road Recycling, LLC)",,Hartford,,123 Murphy Rd.,,,,,,GE 100ton,,2007,
"Tilcon Connecticut, Inc. ",(subs. Oldcastle Co.),"(formerly Tomasso, Inc.)", (aggregates)        ,Wallingford / Reed Gap,,"1605 Durham Rd. (SR 68), 06492        ",[(203) 269-5041],,,,27821,GE 44ton,Aug-45,,
"Tilcon Connecticut, Inc. ",(subs. Oldcastle Co.),"(formerly Tomasso, Inc.)", (aggregates)        ,Wallingford / Reed Gap,,"1605 Durham Rd. (SR 68), 06492        ",[(203) 269-5041],,,,18191,GE 44ton,May-45,,
"Tilcon Connecticut, Inc. ",(subs. Oldcastle Co.),"(formerly Tomasso, Inc.)", (aggregates)        ,Wallingford / Reed Gap,,"1605 Durham Rd. (SR 68), 06492        ",[(203) 269-5041],,,,30813,GE 80ton,Oct-50,,
"JTA Services, LLCs",,,rail-truck transload,New Castle,DE,211 Carroll Dr.,(302) 376-7267,,,,13035,GE 65ton,Apr-41,,
Dagsboro Materials,(subs. Haines & Kibblehouse),,materials distribution,Dagsboro,De.,"30548 Thorogoods Rd  (Rd 333), 19939  (1 mi. NW of...)",(302) 933-0900,HKGX 1850,HKGX,1850,18713,GP7m,Oct-53,2017,
Delaware City Refinery Corp.,(subs. PBF Energy Corp.,   (formerly Valero Energy),,,,"2000 Wrangle Hill Rd., Delaware City, De., 19706  (on DE. 9 & 72, 3 mi. N/W of Delaware River)",,,,,,GP9,Oct-56,,1750
NRG - Energy Center Dover,,,cogen plant,Dover,,"1280 W North St, 19904",,,,,,GE [110ton ?],,,
Connectiv  ï¿½  Edgemoor Plant   ,, (formerly Delmarva Power & Light),,Edgemoor  (Wilmington),,"    (office:  800 King St., 19899)",,,,,29056,GE 45ton,Sep-47,,
Connectiv  â€“  Indian River Plt.     ,,(formerly Delmarva Power & Light),,Millsboro,,"         (Burton Island, ~2 mi. N of Dagsboro)   (head office:  P. O. Box 231, Wilmington, De., 19899)",,,,,39147,GE 100ton,Jun-77,,
Connectiv  â€“  Indian River Plt.     ,,(formerly Delmarva Power & Light),,Millsboro,,"         (Burton Island, ~2 mi. N of Dagsboro)   (head office:  P. O. Box 231, Wilmington, De., 19899)",,,,,39148,GE 100ton,-77,,
Connectiv  â€“  Indian River Plt.     ,,(formerly Delmarva Power & Light),,Millsboro,,"         (Burton Island, ~2 mi. N of Dagsboro)   (head office:  P. O. Box 231, Wilmington, De., 19899)",,,,,,Plymouth 20ton JDT,Jul-59,,
VFL Technology Corporation      ,,,(crushed stone),,,"Indian River Power Plant # P, 19966                               [(302) 934-8024]",,,,,84393,RS36,Oct-62,,
PBF Energy  â€“  Delaware City Refinery ,,   (formerly Valero Energy),,Reybold / Delaware City,,"2000 Wrangle Hill Rd., Delaware City, De., 19706  (on DE. 9 & 72, 3 mi. N/W of Delaware River)",,,,,,GP9,Oct-56,,1750
"SPI Polyols, Inc.",,,,Wilmington,,,,,,,14027,SW8 [,Aug-51,,
"Ardent Mills, LLC - Port Redwing Mill",,,flour mill,Gibsonton,,"6041 Dinana Toledo Almeida Rd., 33534",  (800) 851-9618,CAGX 1039,CAGX,1039,14670,GP7,Aug-51,2022,1500
Mosaic    ,,(formerly IMC-Agrico),,Agrock / South Pierce / Fort Green,Fl.,"Old Hwy 37 S , 33860    [(813) 428-1431]  (extensive line haul system, linking several operations",,,,,,MP15,Oct-80,,
Mosaic    ,,(formerly IMC-Agrico),,Agrock / South Pierce / Fort Green,Fl.,"Old Hwy 37 S , 33860    [(813) 428-1431]  (extensive line haul system, linking several operations",,,,,11985,GP7,Oct-50,,1500
Mosaic    ,,(formerly IMC-Agrico),,Agrock / South Pierce / Fort Green,Fl.,"Old Hwy 37 S , 33860    [(813) 428-1431]  (extensive line haul system, linking several operations",,,,,11983,GP7,Oct-50,,1500
Mosaic    ,,(formerly IMC-Agrico),,Agrock / South Pierce / Fort Green,Fl.,"Old Hwy 37 S , 33860    [(813) 428-1431]  (extensive line haul system, linking several operations",,,,,19067,GP7,Nov-53,,1500
Mosaic    ,,(formerly IMC-Agrico),,Agrock / South Pierce / Fort Green,Fl.,"Old Hwy 37 S , 33860    [(813) 428-1431]  (extensive line haul system, linking several operations",,,,,13533,GP7,Dec-50,,1500
Mosaic    ,,(formerly IMC-Agrico),,Agrock / South Pierce / Fort Green,Fl.,"Old Hwy 37 S , 33860    [(813) 428-1431]  (extensive line haul system, linking several operations",,,,,26074,GP20,Aug-60,,2000
Mosaic    ,,(formerly IMC-Agrico),,Agrock / South Pierce / Fort Green,Fl.,"Old Hwy 37 S , 33860    [(813) 428-1431]  (extensive line haul system, linking several operations",,,,,,GP38-2,Nov-79,,2000
Mosaic    ,,(formerly IMC-Agrico),,Agrock / South Pierce / Fort Green,Fl.,"Old Hwy 37 S , 33860    [(813) 428-1431]  (extensive line haul system, linking several operations",,,,,,GP38-2,Dec-79,,2000
Mosaic    ,,(formerly IMC-Agrico),,Agrock / South Pierce / Fort Green,Fl.,"Old Hwy 37 S , 33860    [(813) 428-1431]  (extensive line haul system, linking several operations",,,,,,GP40d,,,
Global Shredding Technologies,,(formerly David Joseph Co. ),(scrap),,,Yellow Water Road  (@ Gerdau Ameristeel plant) ,  [266-4216],,,,15659,GE 65ton,Sep-42,,
Mosiac Co. - Bartow Facility,,"(formerly Cargill, Inc.)",(phosphate fertilizer)    ,,,"    (3200 SR 60, between Bartow & Mulberry) ",     [(813) 533-2171],,,,75612,MP15,Aug-75,,
Mosiac Co. - Bartow Facility,,"(formerly Cargill, Inc.)",(phosphate fertilizer)    ,,,"    (3200 SR 60, between Bartow & Mulberry) ",     [(813) 533-2171],,,,75612,MP15,Aug-75,,
Mosaic    ,,(formerly IMC-Agico),(port facility)    ,Big Bend,,"12839 Wyandotte Rd., Gibsonton, Fl., 33534       ", [(813) 677-8404],,,,,NW2,-42,,1000
"Cemex, Inc.  ",,(formerly Southdown Cement),,Brooksville,,"     (n/w of...)  (P.O. Box 6, 34605)",,,,,,SW1200RS,Dec-56,1997,1200
