,company name,affiliation,former ID,ind,city,state,address / directions,Phone #,locomotive serial number,locomotive model,Manufactured Date(MM/YY),locomotives
388,Imperial Irrigation District  –  All American Canal  ,,,(dam trash rack dump train),Imperial Dam,,  (N. of  Winterhaven),,,Brookville 1.5ton BSA,3-47,
394,Lathrop Terminal / UP ,,,  (intermodal  terminal),Lathrop,,,,35220,SW1500,-69,
395,Lathrop Terminal / UP ,,,  (intermodal  terminal),Lathrop,,,,,SW1500,-71,
397,Granite Rock Co.,,,,Logan    (Aromas),,,,30956,GE 65ton,7-51,
398,Granite Rock Co.,,,,Logan    (Aromas),,,,27884,SW1200,-63,
399,Granite Rock Co.,,,,Logan    (Aromas),,,,13487,SW7u,-50,
401,Celite Corporation,,,,Lompoc,,"2500 San Miguelito Road, 93436                         ",[(805) 736-1221],18876,Goodman 18876-68T electric,,
402,Celite Corporation,,,,Lompoc,,"2500 San Miguelito Road, 93436                         ",[(805) 736-1221],,Goodman electric,,
403,Celite Corporation,,,,Lompoc,,"2500 San Miguelito Road, 93436                         ",[(805) 736-1221],,Wabco 136A36687 electric,,
404,Celite Corporation,,,,Lompoc,,"2500 San Miguelito Road, 93436                         ",[(805) 736-1221],34498,SW1500,-68,
405,Imerys  Filtration,,(formerly Celite Corporation),,,,"2500 San Miguelito Road, 93436                         ",[(805) 736-1221],34498,SW1500,-68,
409,Mitsubishi Cement Corp.  –  Cushenbury Plant      ,,(formerly Kaiser Cement),,Lucerne Valley,,"5808 SR 18, 92356     ", [(760) 248-7373],,Plymouth 40ton MDT,4-79,
414,Lehigh Southwest Cement Co.,, (formerly Calaveras Cement),,Mountain Gate  (Project City),,"15390 Wonderland Blvd., 96003   ",   [(530) 275-1581],31691,GE 45ton,12-52,
415,Lehigh Southwest Cement Co.,, (formerly Calaveras Cement),,Mountain Gate  (Project City),,"15390 Wonderland Blvd., 96003   ",   [(530) 275-1581],19644,SW900,6-54,
416,Lehigh Southwest Cement Co.,, (formerly Calaveras Cement),,Mountain Gate  (Project City),,"15390 Wonderland Blvd., 96003   ",   [(530) 275-1581],29798,SW1200,12-65,
423,CalPortland,,(formerly TXI),,Oro Grande,,"19409 National Trails Hwy., 92368",,,GP22ECO,11-68,
425,Hanson Permanente Corp.           ,,(formerly Kaiser Cement),,Permanente  (Cupertino),,"24001 Stevens Creek Blvd., Cupertino 95014      ",  [(408) 996-4237],18851,SW9m,11-53,
428,USS - Posco Ind.   (steel mill)  (j/v USS & Pohang Iron & Steel)   ,,(formerly United States Steel- Pittsburg Plt.),,,,"900 Loveridge Rd., 94565    ", [(510) 439-6000],,SW1200RS,-56,
429,USS - Posco Ind.   (steel mill)  (j/v USS & Pohang Iron & Steel)   ,,(formerly United States Steel- Pittsburg Plt.),,,,"900 Loveridge Rd., 94565    ", [(510) 439-6000],,SW1200RS,-58,
432,United States Gypsum,,,,Plaster City,,,,,DL535 Ex White Pass & Yukon #111,,
433,United States Gypsum,,,,Plaster City,,,,,DL535 Ex White Pass & Yukon #112,,
434,United States Gypsum,,,,Plaster City,,,,,MP15,8-82,
436,Tenneco Packaging    (paperboard mill)   ,,(formerly Diamond International),,Red Bluff,,"1 Diamond Ave., 96080                          ",  [(530) 529-3340],27811,GE 25ton,8-44,
438,"Chevron, USA",,,,,,,,11675,SW7m,12-50,
439,"Chevron, USA",,,,,,,,11648,SW7m,10-50,
441,Simsmetal America      ,,(formerly Sims-LMC Recyclers),,,,"600 S. 4th st., 94804                       ",[(510) 236-0606],30464,GE 44ton,8-50,
442,Simsmetal America      ,,(formerly Sims-LMC Recyclers),,,,"600 S. 4th st., 94804                       ",[(510) 236-0606],12951,GE 44ton,3-41,
443,Simsmetal America      ,,(formerly Sims-LMC Recyclers),,,,"600 S. 4th st., 94804                       ",[(510) 236-0606],,GE 80ton Ex Niagara Mohawk Power,,
445,SimsAmerica Recyclers    (scrap yard),,,,Sacramento,,130 N. 12th St. 95814               ,[(916) 444-3380),29366,GE 25ton,3-48,
447,Port of San Diego,,,,San Diego,,,,,Plymouth 20ton JDT,5-53,
449,Ardent Mills,,(formerly Cargill Flour Milling),,Stockton,,3939 Producers      ,[(209) 946-0914],,SW1,6-39,
450,Ardent Mills,,(formerly Cargill Flour Milling),,Stockton,,3939 Producers      ,[(209) 946-0914],21092,GP9,2-56,
452,Central California Railcar Repair,,,,,,,(209) 465-2236,,Whitcomb 20ton G/M,-30,
454,Metropolitan Stevedore Co.   dba  Metro Ports,,(formerly Delta Bulk Terminal),(coal transloading)    ,,,"2321 W. Washington St., 95203                     ",    [(209) 943-7252] ,42718,C30-7,2-80,
455,Metropolitan Stevedore Co.   dba  Metro Ports,,(formerly Delta Bulk Terminal),(coal transloading)    ,,,"2321 W. Washington St., 95203                     ",    [(209) 943-7252] ,,SE24C,,
457,Penny Newman Grain Co. Inc.        ,,(formerly Continental Grain),,Stockton  ,," 1805 Harbor Rd., 95203      (port area)                ",   [(209) 466-5446],,Plymouth 30ton ML-6,5-44,
458,In-Terminal Services / ITS / BNSF - Mariposa Off-Load Facility    ,,,(intermodal facility),Stockton / Mariposa,,Arch Rd.         (~5 mi SE of...),,,SD40-2,5-77,
459,In-Terminal Services / ITS / BNSF - Mariposa Off-Load Facility    ,,,(intermodal facility),Stockton / Mariposa,,Arch Rd.         (~5 mi SE of...),,,SD40-2,6-77,
460,Northrup Grumman -  Marine Systems           ,, (formerly Westinghouse Electric),,Sunnyvale,,"401 E. Hendy, 94088    ",    [(408) 735-2475],,Plymouth 15ton DDT,10-60,
463,Pacific Ag Products,,(formerly Coast Grain ),(feed mill),Trigo,,"   (5 mi S/E  Madera, on BNSF)",,12002,NW2m,1-49,
465,IMC Chemicals,,(formerly North American Chemical),,Trona,,"(P.O. Box 367, 93592)          ",  [(619) 372-2379],30251,SW1200,-65,
470,Cemex   ,,"(formerly Southdown, Inc.)",(cement plant) ,Victorville,,"16888 N. E St.   (P.O. Box 937, 92392) ",     [(619) 381-7600],28521,GE 65ton,4-46,
471,Cemex   ,,"(formerly Southdown, Inc.)",(cement plant) ,Victorville,,"16888 N. E St.   (P.O. Box 937, 92392) ",     [(619) 381-7600],29350,SDP35,-64,
472,Cemex   ,,"(formerly Southdown, Inc.)",(cement plant) ,Victorville,,"16888 N. E St.   (P.O. Box 937, 92392) ",     [(619) 381-7600],,SD40-2,11-78,
474,Cemex   ,,"(formerly Southdown, Inc.)",(cement plant) ,Victorville,,"16888 N. E St.   (P.O. Box 937, 92392) ",     [(619) 381-7600],,GP40d,,
475,Cemex   ,,"(formerly Southdown, Inc.)",(cement plant) ,Victorville,,"16888 N. E St.   (P.O. Box 937, 92392) ",     [(619) 381-7600],,GP40d,,
476,Cemex   ,,"(formerly Southdown, Inc.)",(cement plant) ,Victorville,,"16888 N. E St.   (P.O. Box 937, 92392) ",     [(619) 381-7600],,KLW SE32C,11-18,
477,Savage Coal Service Corp.,,,,Wasco,,950 H,,17452,GP7,-52,
478,ADM   (ethanol terminal),,,,Watson,,,,18827,GP9,6-54,
479,ADM   (ethanol terminal),,,,Watson,,,,25123,GP9,-59,
480,GATX     ,,,(tank car repair),West Colton / Bloomington,,"20878 Slover Ave. Colton, 92324     ", [(909) 825-3043],,"MPI ""MP14B""",,
484,Andeavor,,(formerly Tesoro Calciner),(coke calciner) ,Wilmington  (Port of Los Angeles),,"2450 Pier B St, 90748                       ",  [(562)499-3200],16339,SW9,12-52,
485,Vestas,,,structural steel tubes,Pueblo,Co,"100 Tower R, 81004     (719) 288-2200  (4 mi S of Pueblo, off Lime Rd.)",,25583,GP20,6-60,
486,Vestas,,,structural steel tubes,Pueblo,Co,"100 Tower R, 81004     (719) 288-2200  (4 mi S of Pueblo, off Lime Rd.)",,26835,GP20,8-61,
487,U. S.  -  Dept. of Transportation,,,,Avondale,Co.,,,38090,U30-C,6-71,
488,U. S.  -  Dept. of Transportation,,,,Avondale,Co.,,,19091,GP9,1-54,
489,U. S.  -  Dept. of Transportation,,,,Avondale,Co.,,,19148,GP9,2-54,
490,U. S.  -  Dept. of Transportation,,,,Avondale,Co.,,,19163,GP9,3-54,
494,"Renewable Fiber, Inc. / Jansen & Eastern",,,woodchips,Bunyan,,(3 mi. S of Johnstown)  CR 42,,15859,GE 25ton,10-42,
495,Niobrara Crude Terminal,,,,Carr,,,,19085,SW1200,1-55,
496,Cargill / Ag Horizons,,,,Cheyenne Wells,,,,19441,SD9,-54,
497,Cargill / Ag Horizons,,,,Cheyenne Wells,,,,23702,GP9,12-57,
498,ConAgra Flour Milling,,,,Commerce City,,"4545 E. 64th St., 80022      ", [(303) 289-6141],31094,SW1200,3-66,
499,"L.G. Everist, Inc.",,,(sand & gravel),,,"Quince St, off E. 88th St.",,35233,SW1500,-69,
501,"Cargill, Inc.",,,,Denver,,"1451 Cargill Dr., 80221        ", [(303) 433-6331],17864,GE 65ton,5-43,
502,Koppers Industries,,,,,,"465 W. 56th Ave., 80216       ", [(303) 295-2823],29071,GE 44ton,10-47,
505,Eaton Industrial Rail Park,,(at former Amalgamated Sugar plant),,Eaton,,,,21203,GP9,5-56,
506,Anheuser Busch / AB-In Bev,,,,Fort Collins,,,,,MP15AC,,
507,Anheuser Busch / AB-In Bev,,,,Fort Collins,,,,26584,GP20,-61,
509,A. Coors Co. ,,, (brewery),Golden,,"12th & Ford Streets, 80401     ", [(303) 279-6565],16630,SW8,11-52,
510,A. Coors Co. ,,, (brewery),Golden,,"12th & Ford Streets, 80401     ", [(303) 279-6565],23436,SW900m,1-57,
511,A. Coors Co. ,,, (brewery),Golden,,"12th & Ford Streets, 80401     ", [(303) 279-6565],23439,SW900m,,
512,A. Coors Co. ,,, (brewery),Golden,,"12th & Ford Streets, 80401     ", [(303) 279-6565],16629,SW8,11-52,
513,A. Coors Co. ,,, (brewery),Golden,,"12th & Ford Streets, 80401     ", [(303) 279-6565],18708,SW8,8-53,
514,A. Coors Co. ,,, (brewery),Golden,,"12th & Ford Streets, 80401     ", [(303) 279-6565],35893,SW1000,1-71,
515,A. Coors Co. ,,, (brewery),Golden,,"12th & Ford Streets, 80401     ", [(303) 279-6565],,SW1001,12-80,
517,"DPC Industries, Inc.    ",,,(chemicals),Hudson ,,"23500 I-76 Access, 80642       ",  [(303) 536-4000],33024,GE 45ton,12-57,
518,Colorado School of Mines  -  Edgar Mine,,,,Idaho Springs,,,,,Plymouth 5ton FMD-24/2,6-58,
519,"Colorado Sweet Gold, LLC     ",,(formerly Coors / Golden Technologies Co.),(corn sweetners)  ,Johnstown,,"8714 Hwy. 60, 80534   ",   [(303) 587-5131],,SW1,12-40,
520,West Plains,,"(formerly Colorado Sweet Gold, LLC)",grain elevator,,,"8714 Hwy. 60, 80534   ",  (970) 674-1154,,SW1,12-40,
523,Big Lift Terminal,(BNSF),,,Littleton,,"6996 W Titan Rd., 80125",(480) 850-5757,,SD40-2,7-76,
524,"Cemex, Inc. ",,"(formerly Southdown, Inc.)",,Lyons,,"5134 Ute Hwy.  (P.O. Box 529, 80540)    ",  [(303) 823-2100],29346,GE 45ton,3-48,
525,Holcim,,(formerly Holnam Inc. ),,Portland  (Florence),,"3500 E. Hwy. 120, Florence Co.,81226      (6 mi. E. of Florence)      ",  [(719)784-6325],21334,GP9,2-56,
539,"Liberty Railway Services, Inc.   ",,, (railcar manufacturing),,,"598 N. States Ave., 81007    (Pueblo West  Industrial Park)    ", [(719) 544-6867],,SW7,3-50,
540,"Liberty Railway Services, Inc.   ",,, (railcar manufacturing),,,"598 N. States Ave., 81007    (Pueblo West  Industrial Park)    ", [(719) 544-6867],18076,GE 80ton,1-44,
541,"Liberty Railway Services, Inc.   ",,, (railcar manufacturing),,,"598 N. States Ave., 81007    (Pueblo West  Industrial Park)    ", [(719) 544-6867],,Alco MRS1 Ex USN #B2057,,
542,"Liberty Railway Services, Inc.   ",,, (railcar manufacturing),,,"598 N. States Ave., 81007    (Pueblo West  Industrial Park)    ", [(719) 544-6867],,Alco MRS1 Ex USN,,
544,"Blue Mountain Energy, Inc.  - Deserado Coal Mine  ""Deseret - Western Ry.""  ",(subs. . Deseret Generation & Transmission Co-Operative     ),(formerly Western Fuel Associates),,Rangely,,"  (line runs 35 miles to power plant at Bonanza, Ut.)",,43146,E60-C,8-83,
545,"Blue Mountain Energy, Inc.  - Deserado Coal Mine  ""Deseret - Western Ry.""  ",(subs. . Deseret Generation & Transmission Co-Operative     ),(formerly Western Fuel Associates),,Rangely,,"  (line runs 35 miles to power plant at Bonanza, Ut.)",,43147,E60-C,8-83,
546,"Blue Mountain Energy, Inc.  - Deserado Coal Mine  ""Deseret - Western Ry.""  ",(subs. . Deseret Generation & Transmission Co-Operative     ),(formerly Western Fuel Associates),,Rangely,,"  (line runs 35 miles to power plant at Bonanza, Ut.)",,44058,E-60-C,9-83,
547,"Blue Mountain Energy, Inc.  - Deserado Coal Mine  ""Deseret - Western Ry.""  ",(subs. . Deseret Generation & Transmission Co-Operative     ),(formerly Western Fuel Associates),,Rangely,,"  (line runs 35 miles to power plant at Bonanza, Ut.)",,44062,E-60-C,10-83,
548,TXI  �  Boulder Plant          ,,(formerly Western Aggregates Inc.),,Rocky Flats  (Boulder),,"11728 Hwy. 93, Boulder, Co. 80303-9649    (6 mi. S. of Boulder)     ",((303) 499-1010],,G8,6-54,
550,American Coal Co.,,,,Windsor,,,,13315,GP7,-51,
551,American Coal Co.,,,,Windsor,,,,22970,GP9,4-57,
552,"Tilcon Connecticut, Inc.  –  ""Branford Steam RR""          ",(subs. Oldcastle Co.),"(formerly Tomasso, Inc.)",(aggregates) ,Branford,Ct.,"909 Foxon Rd., North Branford   (P. O. Box 67, Branford, Ct., 06471-0067)     ",  [(203) 484-2881],,SW1001,7-76,
553,"Tilcon Connecticut, Inc.  –  ""Branford Steam RR""          ",(subs. Oldcastle Co.),"(formerly Tomasso, Inc.)",(aggregates) ,Branford,Ct.,"909 Foxon Rd., North Branford   (P. O. Box 67, Branford, Ct., 06471-0067)     ",  [(203) 484-2881],44344,GE 85ton,5-84,
554,"Tilcon Connecticut, Inc.  –  ""Branford Steam RR""          ",(subs. Oldcastle Co.),"(formerly Tomasso, Inc.)",(aggregates) ,Branford,Ct.,"909 Foxon Rd., North Branford   (P. O. Box 67, Branford, Ct., 06471-0067)     ",  [(203) 484-2881],44354,GE 85ton,-88,
557,General Dynamics  –  Electric Boat div.     ,,(formerly Electric Boat Co.),,Groton,,"75 Eastern Point Rd., 06340     ", [(203) 433-1000],28344,GE 44ton,3-47,
558,"All Waste, Inc.",,"(formerly Murphy Road Recycling, LLC)",,Hartford,,123 Murphy Rd.,,,GE 100ton,,
562,"Tilcon Connecticut, Inc. ",(subs. Oldcastle Co.),"(formerly Tomasso, Inc.)", (aggregates)        ,Wallingford / Reed Gap,,"1605 Durham Rd. (SR 68), 06492        ",[(203) 269-5041],27821,GE 44ton,8-45,
563,"Tilcon Connecticut, Inc. ",(subs. Oldcastle Co.),"(formerly Tomasso, Inc.)", (aggregates)        ,Wallingford / Reed Gap,,"1605 Durham Rd. (SR 68), 06492        ",[(203) 269-5041],18191,GE 44ton,5-45,
564,"Tilcon Connecticut, Inc. ",(subs. Oldcastle Co.),"(formerly Tomasso, Inc.)", (aggregates)        ,Wallingford / Reed Gap,,"1605 Durham Rd. (SR 68), 06492        ",[(203) 269-5041],30813,GE 80ton,10-50,
565,"JTA Services, LLCs",,,rail-truck transload,New Castle,DE,211 Carroll Dr.,(302) 376-7267,13035,GE 65ton,4-41,
566,Dagsboro Materials,(subs. Haines & Kibblehouse),,materials distribution,Dagsboro,De.,"30548 Thorogoods Rd  (Rd 333), 19939  (1 mi. NW of...)",(302) 933-0900,18713,GP7m,10-53,
568,Delaware City Refinery Corp.,(subs. PBF Energy Corp.,   (formerly Valero Energy),,,,"2000 Wrangle Hill Rd., Delaware City, De., 19706  (on DE. 9 & 72, 3 mi. N/W of Delaware River)",,,GP9,10-56,
573,NRG - Energy Center Dover,,,cogen plant,Dover,,"1280 W North St, 19904",,,GE [110ton ?],,
574,Connectiv  �  Edgemoor Plant   ,, (formerly Delmarva Power & Light),,Edgemoor  (Wilmington),,"    (office:  800 King St., 19899)",,29056,GE 45ton,9-47,
577,Connectiv  –  Indian River Plt.     ,,(formerly Delmarva Power & Light),,Millsboro,,"         (Burton Island, ~2 mi. N of Dagsboro)   (head office:  P. O. Box 231, Wilmington, De., 19899)",,39147,GE 100ton,6-77,
578,Connectiv  –  Indian River Plt.     ,,(formerly Delmarva Power & Light),,Millsboro,,"         (Burton Island, ~2 mi. N of Dagsboro)   (head office:  P. O. Box 231, Wilmington, De., 19899)",,39148,GE 100ton,-77,
579,Connectiv  –  Indian River Plt.     ,,(formerly Delmarva Power & Light),,Millsboro,,"         (Burton Island, ~2 mi. N of Dagsboro)   (head office:  P. O. Box 231, Wilmington, De., 19899)",,,Plymouth 20ton JDT,7-59,
580,VFL Technology Corporation      ,,,(crushed stone),,,"Indian River Power Plant # P, 19966                               [(302) 934-8024]",,84393,RS36,10-62,
583,PBF Energy  –  Delaware City Refinery ,,   (formerly Valero Energy),,Reybold / Delaware City,,"2000 Wrangle Hill Rd., Delaware City, De., 19706  (on DE. 9 & 72, 3 mi. N/W of Delaware River)",,,GP9,10-56,
587,"SPI Polyols, Inc.",,,,Wilmington,,,,14027,SW8 [,8-51,
589,"Ardent Mills, LLC - Port Redwing Mill",,,flour mill,Gibsonton,,"6041 Dinana Toledo Almeida Rd., 33534",  (800) 851-9618,14670,GP7,8-51,
591,Mosaic    ,,(formerly IMC-Agrico),,Agrock / South Pierce / Fort Green,Fl.,"Old Hwy 37 S , 33860    [(813) 428-1431]  (extensive line haul system, linking several operations",,,MP15,10-80,
592,Mosaic    ,,(formerly IMC-Agrico),,Agrock / South Pierce / Fort Green,Fl.,"Old Hwy 37 S , 33860    [(813) 428-1431]  (extensive line haul system, linking several operations",,11985,GP7,10-50,
593,Mosaic    ,,(formerly IMC-Agrico),,Agrock / South Pierce / Fort Green,Fl.,"Old Hwy 37 S , 33860    [(813) 428-1431]  (extensive line haul system, linking several operations",,11983,GP7,10-50,
594,Mosaic    ,,(formerly IMC-Agrico),,Agrock / South Pierce / Fort Green,Fl.,"Old Hwy 37 S , 33860    [(813) 428-1431]  (extensive line haul system, linking several operations",,19067,GP7,11-53,
595,Mosaic    ,,(formerly IMC-Agrico),,Agrock / South Pierce / Fort Green,Fl.,"Old Hwy 37 S , 33860    [(813) 428-1431]  (extensive line haul system, linking several operations",,13533,GP7,12-50,
596,Mosaic    ,,(formerly IMC-Agrico),,Agrock / South Pierce / Fort Green,Fl.,"Old Hwy 37 S , 33860    [(813) 428-1431]  (extensive line haul system, linking several operations",,26074,GP20,8-60,
597,Mosaic    ,,(formerly IMC-Agrico),,Agrock / South Pierce / Fort Green,Fl.,"Old Hwy 37 S , 33860    [(813) 428-1431]  (extensive line haul system, linking several operations",,,GP38-2,11-79,
598,Mosaic    ,,(formerly IMC-Agrico),,Agrock / South Pierce / Fort Green,Fl.,"Old Hwy 37 S , 33860    [(813) 428-1431]  (extensive line haul system, linking several operations",,,GP38-2,12-79,
599,Mosaic    ,,(formerly IMC-Agrico),,Agrock / South Pierce / Fort Green,Fl.,"Old Hwy 37 S , 33860    [(813) 428-1431]  (extensive line haul system, linking several operations",,,GP40d,,
604,Global Shredding Technologies,,(formerly David Joseph Co. ),(scrap),,,Yellow Water Road  (@ Gerdau Ameristeel plant) ,  [266-4216],15659,GE 65ton,9-42,
605,Mosiac Co. - Bartow Facility,,"(formerly Cargill, Inc.)",(phosphate fertilizer)    ,,,"    (3200 SR 60, between Bartow & Mulberry) ",     [(813) 533-2171],75612,MP15,8-75,
606,Mosiac Co. - Bartow Facility,,"(formerly Cargill, Inc.)",(phosphate fertilizer)    ,,,"    (3200 SR 60, between Bartow & Mulberry) ",     [(813) 533-2171],75612,MP15,8-75,
608,Mosaic    ,,(formerly IMC-Agico),(port facility)    ,Big Bend,,"12839 Wyandotte Rd., Gibsonton, Fl., 33534       ", [(813) 677-8404],,NW2,-42,
611,"Cemex, Inc.  ",,(formerly Southdown Cement),,Brooksville,,"     (n/w of...)  (P.O. Box 6, 34605)",,,SW1200RS,12-56,
612,U. S. Sugar Corp.,,,,Bryant / Canal Point,,"U.S. Hwy. 98, 33438       ", [(407) 924-5601],22283,GP9,,
614,U. S. Sugar Corp.,,,,Bryant / Canal Point,,"U.S. Hwy. 98, 33438       ", [(407) 924-5601],13911,GP7,2-51,
615,U. S. Sugar Corp.,,,,Bryant / Canal Point,,"U.S. Hwy. 98, 33438       ", [(407) 924-5601],19661,SW1200,9-54,
616,U. S. Sugar Corp.,,,,Bryant / Canal Point,,"U.S. Hwy. 98, 33438       ", [(407) 924-5601],11345,GP7,11-50,
617,U. S. Sugar Corp.,,,,Bryant / Canal Point,,"U.S. Hwy. 98, 33438       ", [(407) 924-5601],36085,GP38,3-71,
618,U. S. Sugar Corp.,,,,Bryant / Canal Point,,"U.S. Hwy. 98, 33438       ", [(407) 924-5601],35682,GP38,2-70,
619,U. S. Sugar Corp.,,,,Bryant / Canal Point,,"U.S. Hwy. 98, 33438       ", [(407) 924-5601],74631,GP38-2,10-74,
620,U. S. Sugar Corp.,,,,Bryant / Canal Point,,"U.S. Hwy. 98, 33438       ", [(407) 924-5601],36044,GP38,2-70,
622,U. S. Sugar Corp.,,,,Bryant / Canal Point,,"U.S. Hwy. 98, 33438       ", [(407) 924-5601],31614,GP40,3-66,
623,U. S. Sugar Corp.,,,,Bryant / Canal Point,,"U.S. Hwy. 98, 33438       ", [(407) 924-5601],32301,GP40,10-66,
624,U. S. Sugar Corp.,,,,Bryant / Canal Point,,"U.S. Hwy. 98, 33438       ", [(407) 924-5601],,GP40-2,12-77,
625,U. S. Sugar Corp.,,,,Bryant / Canal Point,,"U.S. Hwy. 98, 33438       ", [(407) 924-5601],,GP40-2,12-77,
628,U. S. Sugar Corp.,,,,Bryant / Canal Point,,"U.S. Hwy. 98, 33438       ", [(407) 924-5601],,SD40-2 Acq. 2024.,,
630,Vulcan Materials,,,aggregates yard,,,110 Stone Blvd,(850) 968-0994,73333,RS1,4-45,
631,NASA  –  Kennedy Space Center,,,,Cape Canaveral,,,,33520,SW1500,2-68,
632,NASA  –  Kennedy Space Center,,,,Cape Canaveral,,,,36164,SW1500,5-70,
633,NASA  –  Kennedy Space Center,,,,Cape Canaveral,,,,36165,SW1500,5-70,
634,U. S. Sugar Corp.,,,,Clewiston,,"111 Ponce De Leon Ave., 33440       ", [(813) 983-8121],25342,SW900,4-59,
635,U. S. Sugar Corp.,,,,Clewiston,,"111 Ponce De Leon Ave., 33440       ", [(813) 983-8121],25032,GP9,12-58,
636,U. S. Sugar Corp.,,,,Clewiston,,"111 Ponce De Leon Ave., 33440       ", [(813) 983-8121],13913,GP7,2-51,
637,U. S. Sugar Corp.,,,,Clewiston,,"111 Ponce De Leon Ave., 33440       ", [(813) 983-8121],25214,GP9,4-59,
640,Duke Energy Florida,(subs. Progress Power / CP&L)   ,(formerly Electric Fuels Corp.  ),(lightweight aggregates from ash),Crystal River,,    (at Florida Power Energy Complex),,20407,SW900,-55,
641,Electric Fuels Corp.  ,(subs. Progress Power / CP&L)   ,,(lightweight aggregates from ash),,,    (at Florida Power Energy Complex),,20407,SW900,-55,
