company name,affiliation,former ID,ind,city,state,address / directions,Phone #,locomotive number,locomotive model,Manufactured Date(MM/YY),locomotives
"Apache Nitrogen Products, Inc.      ",,(formerly Apache Powder Co.),,Curtiss,,"Apache Powder Rd.    (P. O. Box 700, Benson, Az., 85602)    ",  [(602) 720-2217],;,car mover;,;,      car mover
Ciment du Quebec  ,,,,Bow,N.H.,"7 Johnson Rd., 03304                          ",  [(603) 228-1001 ],;,"GE 50ton (II, 4-wl);",05/51;,"                :  GE 50ton (II, 4-wl)  (30919, 5-51)  Formerly at Saint-Basile, PQ, Canada.  Trans. 2003.  Ex United States Steel #2  (Vandergrift, Pa.) "
Grove City Farmers Exchange,,,,Derby,,                                   ,  [(614) 877-3495 ],;,Plymouth MDT;,;,              :  Plymouth MDT  
"Andersons, Inc.     ",,,(grain elevator),White Pigeon,,"13600 Anderson Rd., 49099-9433     ",  [(616) 483-7691],;,Plymouth MDT;,07/66;,"                :  Plymouth MDT  (6506, 7-66)  Formerly at Maumee, Oh., nee Valley Mould & Iron  (Hubbard, Oh.)"
Fletcher Granite Co.      ,,,(granite quarry) ,Westford,,"275 Groton Rd., 01863    (N. of SR 40)   (quarry to cutting building, interchange abn.)",  [(617) 251-4031] ,;,GE 80ton;,06/53;,"      :  GE 80ton  (31864, 6-53)  Acq. new."
Jefferson Smurfit Corp.,,(formerly Alton Packaging Corp.),,,,10 Cut St.                (P. O. Box 276)         ,  [(618) 463-6000],;,GE 45ton;,;,      :  GE 45ton                      Acq. c.1995.
Landus Cooperative,,(formerly Farmers Cooperative),,Rake,,"3771   500 St., 50465                          ",  [(641) 566-3660],;,SW1200;,1/65;,"        :  SW1200  (30024, 4475-6, 1-65)  Ex Farmers Cooperative #21450  (same), ex  Northland Co-Op #135  (same), nee D&RGW #135.   Acq. 1995."
"Cargill, Inc.",,,,Dickinson,,"1011 W. Broadway St., 58601    ",  [(701) 225-6781],;,car mover;,;,    car mover
Bottineau Farmers Elevator - CHS Cooperatives,,,,Bottineau,,"500 Railroad Ave.         (Box 2, RRW, 58318)           ",  [(701) 228-294],;,;,;,
Vulcan Materials  –  Edsall Road Plant,,,,Springfield,,"Industrial Rd., Springfield, Va.       ",  [(703) 354-5783],;,car mover;,;,      car mover
Newton Asphalt,,,,Alexandria,Va.,5601 Courtney Avenue             ,  [(703) 751-7100],;,CF7;,;,        :  CF7                         Ex AT&SF #2432
Bartlett Milling Co.,,,,Statesville,,"701 S. Center St., 28677      ",  [(704) 872-9581],;,Plymouth MDT;,;,              :  Plymouth MDT
"Odfjell Terminals (Baytank), Inc.",,,,Bayport    (Seabrook),,"12211 Port Road, (Seabrook), 77586            ",  [(713) 844-2300],;,genset locomotive;,;,            :  genset locomotive
Corn Exchange of Buffalo,,(formerly Pillsbury),,,,1 St. Clair Street  (Ohio & St. Clair)     ,  [(716) 856-1763],;,GE 35ton (III-A2);,;,            :  GE 35ton (III-A2)                    Ex Archer-Daniels-Midland #331.
"Pennsylvania Transformer Technology, Inc.",,(formerly McGraw-Edison Corp. - Power Systems Div.),,Canonsburg,,"30 Curry Ave., 15317                 ",  [(724) 873-2100],;,Whitcomb 65ton;,11/48;,"           :  Whitcomb 65ton  (60832, 11-48)  Ex Cooper Ind.  (same), exx  McGraw-Edison Corp. – Power Systems Div.  (same), exx Wabco #3  (Wilmerding, Pa.)   Acq. 1971."
Marion Industrial Center / G P Properties,,,,,,"1207 Cheney Ave., 43302  ",  [(740) 387-4689]  ,;,GE 25ton (I-B);,;,         :  GE 25ton  (I-B)
"Cargill, Inc.",,,,,,"500 E. State St. (E SR 28), 46072                  ",  [(765) 675-7581],;,SW1; ,11/41;,"       :  SW1  (1453, 11-41)  Ex Commonwealth Edison #LSIX01  (?? nuclear power plant), nee Commonwealth Edison #10  (Waukegan Station, Waukegan, Il.)   Acq. c. 2001."
Reserve Iron & Metal L.P.,,(formerly Cozzi Iron & Metal),,,,"12700 S. Doty Ave., 60633         ",  [(773) 646-2121],;,GE 45ton;,;,        :  GE 45ton          Ex Cozzi Iron & Metal  (same).
Ash Grove Cement West ,,(formerly Southwestern Portland Cement), (cement plant)      ,Leamington,,"SR 132 E.  (P.O. Box 51, Nephi, Ut., 84638)      ",  [(801) 857-1212],;,car mover;,;,    car mover
Cargill Inc.,,,,Princeton,,"   Coal Mine Row, 47670         (N. of ..., on Old US 41 toward Patoka)",  [(812) 385-4833],;,SW9/1200;,;,         :  SW9/1200
Eagle Railcar Service,,"(formerly Rescar, Inc.)",,Dubois,,"Osborn Ave., 15801    (in former B&O shops)    ",  [(814) 375-9050],;,;,;,"                    car mover
                    car mover
"
Union Tank Car    ,,(formerly Lithcote Corp.),,Altoona,,"6th & Chestnut     (P.O. Box 2003, 16603)     ",  [(814) 944-4523],;,Plymouth 16ton JGT;,11/55;,"        : Plymouth 16ton JGT (r/p International Diesel)  (5893, 11-55)  Ex Lithcote  (same), Valley Mould & Iron  (Hubbard, Oh.), previously at South Chicago, Il.   Acq. 1976."
"Jones Chemical, Inc.",,,,Warwick,,"103 River St.            (PO Box 280, 10990)        ",  [(845) 986-1804],;,car mover;,;,      car mover
General Electric Company    ,,,(gas turbines),,,"300 Garlington Road, 29616   ",  [(864) 675-2000],;,56 (r/p); ,;,      : S6(r/p)
Florida Crushed Stone Co.,,,,Brooksville  (N/W of...),Fl,"10311 Cement Plant Rd.   (P. O. Box 1508, 34605)     ",  [(904) 799-7881],;,car mover;,;,    car mover
"Manistique Papers, Inc.   ",(subs. Kruger Co.),,,Manistique,,"453 S. Mackinac Ave.    (P. O. Box 111, 49854)      ",  [(906) 341-2175],;,Whitcomb 45ton;,12/41;,"        :  Whitcomb 45ton  (60103, 12-41)  Ex Union Carbide #16."
"Pinova, Inc.",(subs. DRT),(formerly Hercules Powder Co.),wood chemicals,,,"2801 Cook,  31520         ",  [(912) 265-3550],;,car mover;,;,   car mover
Rail Car Services      ,,(formerly Continental Grain),(railcar repair)           ,,,"1100 Sunshine Rd.        (P.O. Box 15312, 66115)       ",  [(913) 621-3570],;,Plymouth JDT;,2/66;,"      : Plymouth JDT (6480, 2-66)  Ex Continental Grain  (same), previously at East St. Louis, Il., new at Superior, Wi."
OmniSource Corp. ,,(formerly  H. Hirschfield & Sons Co. ),(scrap),,,"1414 N. Madison, 48708               ",  [(989) 895-5571],;,car mover;,;,                 car mover
Global Shredding Technologies,,(formerly David Joseph Co. ),(scrap),,,Yellow Water Road  (@ Gerdau Ameristeel plant) ,  [266-4216],;,GE 65ton;,9/42;,"     :  GE 65ton  (II-A1)  (15659, 9-42)  Ex David Joseph Co.  (same), previously at Cartersville, Ga., exx North Carolina State Ports Authority #L-4  (Moorehead City, N.C.),  previously at Wilmington, N.C., nee GE Nucleonics Project #2001  (Richland, Wa.)"
Lash Intermodal Terminal Co.  (Litco)      ,,(formerly Rivergate Terminal Co.),,,,"2725 Riverport Rd., 38109      ",  [774-4889],;,GE 45ton (II); ,4/47; ,"        :  GE 45ton (II)  (28363, 4-47)  Ex Rivergate Terminal  (same), exx Philadelphia Electric #23  (Southwark Power Plant)"
"Nucor Steel Birmingham, Inc.",,,,Birmingham,Al,"2301 F.L. Shuttlesworth Dr., 35234  ", (205) 250-7400,;,car mover;,;,   car mover
Verallia North America,,,glass packaging,Lincoln,,"1200 N Logan St., 62656    ", (217) 735-1511,;,car mover; ,;,    car mover
"Scoria Iron Processing, Inc.",,,,Gary,,7501 W 5th Ave.              , (219) 949-4766,;,GE 45ton;,;,      :  GE 45ton
Exxon Mobil Chemical Co.,,,,,,"11675 Scotland Ave, 70807  ", (225) 775-4627,;,car mover;,;,    car mover
Conrad Yelvington Distributors     ,,,(aggregates),Gautier,,"2499 Old Spanish Trail, 39553   ", (228) 497-1478,;,GP7;,;,      :  GP7   
Korex Corporation,,,,Wixom,,"50000 Pontiac Trail, 48393", (248) 624-0000,;,car mover; ,;,      car mover
Boise Cascade,,,paper mill,Jackson,,"3434 River Rd., 36545", (251) 246-4461,;,car mover;,;,      car mover
Wise Alloys LLC,,(formerly Reynolds Metals Co.),,Muscle Shoals  (Listerhill),,1009 Ford Rd.. 35661      , (256) 386-4800,;,SW?;,;,       :  SW?
Goodyear Tire & Rubber Co.,,,,,,"922 E Meighan Blvd., 35903   ", (256) 549-2228,;,car mover;,;,   car mover
Saint Gobain Industrial Ceramics,,,,Huntsville    (Hobbs Island),,"219 Cap Adkins Rd., 35803  (~5 m. S. of...)  ", (256) 883-5000,;,car mover;,;,     car mover
Reagent Chemical & Research,,,tank car shop,,,"22250 Appelt Dr., 77015", (281) 862-9464,;,car mover;,;,      car mover
SA Recycling,,,scrap yard,San Pedro / Los Angeles,,"901 New Dock St., 90731", (310) 221-4900,;,car mover;,;,      car mover
UTLX Manfacturing Inc.,,,tank car construction,Alexandria,Va,"6325 SR1 N, 71303   ", (318) 449-8100,;,car mover;,;,    car mover
Alliance Castings Co.,,(formerly Alliance Steel Foundries),,Allaince,,"1001 E Broadway St., 44601    ", (330) 829-5600,;,GE [80ton ?];,;,     :  GE  [80ton ?]
Howland Feed Mill,,,,Live Oak,,"9282 97th Ln., 32060                ", (386) 364-1370,;,GE 80ton;,2/74;,"        :  GE 80ton (IV)  (38978, 2-74)  Ex Trinity Ind. #3  (Greenville, Pa.), nee Greenville Steel Car #3  (same).  Acq. c.2003."
"Van Wert Terminals, LLC",,,,Van Wert,,9630 Hoaglin Center Rd.        (~3 miles E. of ...)    , (419) 238-5190,;,GE 50ton;,12/49;,"   :  GE 50ton  (30480, 12-49)  Ex Frick Service  (Winnimac, In.), exx Buckeye Feed & Supply  (same), exxx Central Soya #29  (same), nee Columbia & Millstadt #29."
CEVA Logistics,,,,,,"6341 Commodore Dr., 43465    ", (419) 661-1815,;,Plymouth ?;,;,      :  [Plymouth ?]
"American Rail Center, Inc.",,,,Walbridge,,"6722 Commodore Dr., 43465        ", (419) 661-9360,;,Plymouth ?;,;,             :  [Plymouth ?]
International Warehouse Services,,,,,,3319 Saint Lawrence Dr.  43605                               , (419) 698-8171,;,Plymouth 18ton JDT;,08/57;,"         :  Plymouth 18ton JDT  (6037, 8-57)  Ex MP #1650, nee MP (NO&LC) #3003.  Acq. 1989."
Bakelite Synthetics,,(formerly Hexion Specialty Chemicals),,Louisville,,"6200 Camp Ground Road,  40216                    ", (502) 449-6200 ,;,car mover;,;,car mover
CHS Winona River & Rail,,,,,,"1000 E 3rd St., 55987   ", (507) 452-9205,;,car mover;,;,    car mover
Freight Car America,,,rail cars,Roanoke,,"830 Campbell Ave., 24013  ", (540) 853-3221,;,car mover;,;,    car mover
Trus Joist,,,truss manufacturing,,,"195 N Bertelson Rd., 97402          ", (541) 689-5331,;,car mover;,;,    car mover
US Silica,,,,,,"4800 SR 1, 74856", (580) 384-5241,;,car mover;,;,       car mover
US Silica - North Plant,,,,,,"13000 Murray Rd., 74856", (580) 384-5241,;,car mover;,;,       car mover
Nelson Brothers LLC,,,"chemicals, mining blastng agents",St Paul  (Quincy),,"42 Old County Rd, 41166     ", (606) 757-4900,;,car mover;,;,   car mover
Oneok Hydrocarbon LP,,,,,,"1910 S Broadacres Rd., 67501     ", (620) 669-3759,;,car mover;,;,    car mover
National Gypsum - Mount Holly Gypsum Board Plant,,,drywall,Mt. Holly,,"1725 Drywall Dr., 28120", (704) 398-3900,;,car mover;,;,      car mover
"Graphic Packaging, inc.",,(formerly International Paper),,,,"4278 Mike Padgett Hwy., 30906     ", (706) 978-5711,;,car mover;,;,    car mover
Anheuser-Busch Co.,,,brewery,Fairfield,,"3101 Busch Dr., 94534             ", (707) 429-2000,;,car mover; ,;,    car mover      
"Central Ohio Farmers Co-Op, inc.",,(formerly Marion Landmark),,Waldo,,"402 West Main St., 43356     ", (740) 726-2134,;,Plymouth 40ton MDT;,06/53;,"                  :  Plymouth 40ton MDT  (5701,  6-53)  Ex Marion Landmark  (same), nee American Shipbuilding Co.  (Lorain, Oh.)"
Owen Corning,,,,Fairburn,,7000 McLarin Rd        , (770) 964-9811,;,car mover;,;,   car mover
Waste Management - Amelia Landfill,,(fomerly USA Waste),sanitary landfill,Amelia / Jetersville,,"21221  Maplewood Rd, Jetersville, Va., 23083   ", (80) 774-7301,;,car mover;,;,   car mover
Frontier Logistics,,,,,,"21252-21344  SR 1, 70764     (just N of Morrisonville, N of Plaquemine)   ", (800) 610-6808,;,car mover;,;,             :  car mover
Alter Trading Corp.,,"(formerly Behr (Joseph) & Sons, Inc)",(scrap yard) ,Rockford,,"1100 Seminary St., 61104                                 ", (815) 987-2600,;,GE 65ton;,;,"              :  GE 65ton (II-A1)  (13000, 4-41)  Ex Behr  (same), exx Verson Co.  (Chicago, Il.), previously #8600   (same), nee Nekoosa - Edwards Paper #8  (Nekoosa, Wi.)   Acq. 2001."
Wimpey Minerals / Transmodal Inc.,,, (stone transfer station),,,  (on north side of Pavonia Yard)                                         , (856) 963-2229,;,;,;,
Greenbrier Rail Services,,(formerly Gunderson Springfield Inc.),,Springfield,,303 S. 5th St.                        , (866) 928-4724,;,car mover;,;,"    car mover
"
Watco,,,(ferro alloys terminal),,,"6140 SR 18, 72315      ", (870) 763-0800,;,car mover;,;,    car mover
TMK IPSCO,,,(tubular products),Blytheville,Ar,"5460 N SR 137, 72315", (870) 763-7700,;,car mover;,;,    car mover
Tamco Steel,,"(formerly Etiwanda Steel Div, Ameron)",,Etiwanda,,"12459 Arrow Route, Rancho Cucamonga, 91739    ", (909) 899-0660,;,car mover;,;,    car mover
GATX - Shop 194,,,,,,"6600 Thorn Dr., Kansas City, 66106       ", (913) 287-4800,;,car mover; ,;,       car mover
Cemex,,,cement import terminal,West Sacramento,,"1890 Parkway Blvd.,95691    ", (916) 371-3364,;,car mover;,;,    car mover
Mid-America Industrial Park,,,,Pryor,,(S of...)         , (918) 587-8394 ,;,GE 65ton;,12/41;,"             :  GE 65ton  (15076, 12-41)  Ex Grand River Dam Authority  (Ok.), nee Oklahoma Orndnance Works #1  (Pryor, Ok.)"
OmniSource,,,scrap recycling,,,"1101 W Morrow Rd., 74063", (918) 728-7122,;,car mover;,;,      car mover
Badger Mining Corp.  –  Taylor Plant    ,,,(sand),Utley / Fairwater,,"Utley Quarry Rd, Markesan, Wi. 53946     ", (920) 361-2388,;,car mover; ,;,      car mover
Crop Production Services,(subs Agrium),(formerly Agrium),,Washington Court House,,"717 Robinson Rd SE, 43160", [ (740) 335-1706,;,car mover;,;,             car mover
General Dynamics  –  Electric Boat div.     ,,(formerly Electric Boat Co.),,Groton,,"75 Eastern Point Rd., 06340     ", [(203) 433-1000],;,GE 44ton;,3/47;,"                 :  GE 44ton (II-B4)  (28344, 3-47)  Ex UP #903999, exx UP #03999, exxx UP #1399, nee GE demo #1399.  Acq. 1974."
Degussa Corp.    ,,,(chemical),,,"4301 Degussa Road     (Theodore Industrial Park)     (P. O. 606, 36590)   (E. of...)   ", [(205) 653-7933],;,car mover;,;,     car mover
Lehigh Portland Cement   , (subs. Heidelberger Zement A.G.),"(formerly Universal Atlas Cement, div. USS)",,Leeds,,"800 2nd Ave. SE, 35094   ", [(205) 699-2231],;,switcher;,;,       :  switcher
Pilgrim's Pride Corp.,,(formerly ConAgra Broiler Co.),(feed mill),Falkville,,"Hwy 31N, 35622       (P.O. 520, 35622)  ", [(205) 784-9115],;,GE 80ton;,;,             :  GE 80ton    Ex US- TVA
Cargill -   Nutrena Feeds,,,,Hanford,,10365 Iona Ave.     , [(209) 585-3330],;,car mover;,;,       car mover
Ingredion,,(formerly CPC International  (Corn Products Corp.),,,,1021 Industrial Dr.       , [(209) 982-1920],;,car mover;,;,        car mover
Agway Inc.,,,,,,"Pier 122, 19102                           ", [(215) 467-5861],;,GE25 ton; ,;,           :  GE 25ton
McDonald Steel Corp.        ,,(formerly part of USS - McDonald Mills),(rolling mills) ,McDonald,,"100 Ohio Ave.,  44437    ", [(216) 530-9118],;,car mover;,;,      car mover
Metal Management,,,,,,"4431 W. 130th St., 44135", [(216) 671-3000],;,car mover;,;,    car mover
"Cleveland Track Material, Inc.      ",,"(formerly Pettibone Ohio, Inc.)",,Cleveland ,,7000 Central Ave.   , [(216) 881-8800],;,car mover;,;,    car mover
Archer-Daniels-Midland     ,,(formerly Allied Mills),,Taylorville,,"N. Rt. 48, 62568     ", [(217) 824-3371],;,Plymouth MDT;,;,        :  Plymouth MDT
Casad Industrial Center,,,,New Haven,,"15202 Edgerton Road, 46774              ", [(219) 493-4447],;,Plymouth 35ton ML;,2/43;,"          :  Plymouth 35ton ML  (4625, 2-43)   Ex Marion Industrial Center  (Marion, Oh.), exx United Engineering & Foundry  (New Castle, Pa.), nee Mesta Machine Co.  (West Homestead, Pa.)"
Hanson Aggregates      ,,(formerly Gifford-Hill & Co.),,Waco,,"New Marlin Rd    (area formerly known as Wardlaw)       (P.O. Box 1369, 76730)      ", [(254) 752-4358],;,GE 45ton;,6/53;,"       :  GE 45ton  (31803, 6-53)  Ex Gifford-Hill #68-1803  (same), previously at Dallas, Tx., nee Southwestern Construction Materials #212  (same)."
Radius Recycling,,(formerly Schnitzer Steel),(scrap),Attalla,,Lake Rhea Rd. 35954                                , [(256) 538-7891],;,GE 45ton;,;,"            :  GE 45ton (II-C2)  Ex Schnitzer Southeast), ex Regional Recycling  (same), ex Duke Power #11  (River Bend Station, Mount Holly, N.C.), nee #115  (same).  Acq. 2000."
ConAgra Flour Milling,,,,Commerce City,,"4545 E. 64th St., 80022      ", [(303) 289-6141],;,SW1200;,3/66;,"        :  SW1200  (31094, [7849-1 ?], 3-66)  Ex MP #1134.  Acq. 1986."
Koppers Industries,,,,,,"465 W. 56th Ave., 80216       ", [(303) 295-2823],;,GE 44ton;,10/47;,"      :  GE 44ton (II-B4) (29071, 10-47)  Ex Broderick Wood Products  (Denver, Co.), exx M-K (contractors) #84, nee Fiberboard Wood Products #1  (Antioch, Ca.)  Acq. c.1983."
"Cargill, Inc.",,,,Denver,,"1451 Cargill Dr., 80221        ", [(303) 433-6331],;,GE 65ton;,5/43;,"        :  GE 65ton  (II-B2) (17864, 5-43)  Formerly at Channelview, Tx., ex American Car & Foundry  (St. Louis, Mo.), exx USA #7878, nee Savanna Ordnance Depot  (Savanna, Il.)."
"Amherst Ind., Inc.",,,,Port Amherst,,"2 Port Amherst Dr., 25306       ", [(304) 926-1100],;,GE 45ton DC;,6/44;,"         :  GE 45ton DC  (27604, 6-44)  Ex Landisville RR #8526, exx Amherst Ind. #8526  (Landisville, Pa.), exxx Ontario Midland #5, nee USA #8526."
"Wyoming Sugar Co, LLC",,(formerly Holly Sugar Co.),,Worland,,"300 S. 1st St., 82401       ", [(307) 347-3265],;,GE 45ton;,12/42;,"        :  GE 45ton  (II-A4)  (17735, 12-42)  Ex Holly Sugar Co.  (same), previousy at Delta, Co., ex USA #7423, nee USA - Brookley Field.  Transferred 1977."
Mountain Cement   ,(subs. Centex Corp.)    , (formerly Monolith Portland Cement),,Laramie,,"5 Sand Creek Rd., 82070       (off US 287, just S. of I-80)           ", [(307) 745-4879],;,car mover;,;,      car mover
Kerr McGee Coal  -  Jacobs Ranch Mine,,,,Wright,,"(~30 miles n. of Bill, on SR 450, 15 M. E of Jct. 59)   ", [(307) 939-1216],;,Whitcomb 30ton 30DM44;,10/41;,"        :  Whitcomb 30ton 30DM44  (40146, 10-41)  Ex Irving F. Genson -  Randall Dam Site  (Pickton, S. D.), exx Pittsburgh - Des Moines Steel, exxx Dravo Corp. #3, nee  USN #1  ( ?, Puerto Rico)."
Cargill Inc.,,,,Heartwell,,"2117  W. Hwy. 6    (P.O. Box 88, 68945)     ", [(308) 563-2111],;,car mover;,;,      car mover
Fritz Enterprises ,,(formerly Huron Valley Steel),(scrap yard) ,Taylor,,"23550 Pennsylvania Rd., 48180     ", [(313) 283-7272],;,car mover;,;,      car mover
Doe Run Co.      ,,"(formerly ASARCO, Inc.)",,Glover,,"Hwy. 49, 63646   ", [(314) 546-7492],;,car mover;,;,    car mover
El Dorado Chemical Co.         ,(subs. LSB Ind.),(formerly LaRoche Industries),(fertilizer)  ,Selma  (Festus),,"Hwy 61, Festus, Mo., 63028       ", [(314) 937-1100],;,NW2;,05/39;,"            :  NW2  (884, 5-39)  Ex Laroche Ind.   (same), exx USS - Agri-Chemical Div.  (same), exxx Montana Resources #296  (Butte, Mt.), exxxx Anaconda Copper #U926  (same), exxxxx Anaconda Copper #100  (same), exxxxxx GN #111, nee GN #5311.  Acq. 1988."
"Interface Solutions, Inc.         ",,"(formerly Armstrong World Ind., Inc)",,Fulton,,"2885  Rt. 481 N, 13069     ", [(315)592-0411],;,Plymouth 35ton MDT;,08/55;,"          :  Plymouth 35ton MDT  (5762, 8-55)  Ex Armstrong World Ind.  (same), nee Cherokee Brick & Tile  (Macon, Ga.)  Acq. 1972."
Union Tank Car Co.,,,,,,1802 N. Star St.  67042    , [(316) 321-1980],;,car mover;,;,   car mover
Southern Scrap Materials,,,,,,"5115 N. Lakeshore Dr., 71107            ", [(318) 424-0565],;,GP7/9;,;,              :  GP7/9
Stella-Jones,,(formerly Dura-Wood Treating Co.),creosoting plant,Alexandria,La.,"3600 Koppers Rd.,  71302       ", [(318) 442-5733],;,car mover;,;,   car mover
Agri Grain Marketing ,,(formerly Continental Grain),,Muscatine,,"700 Oregon St., 52761      ", [(319) 263-4343],;,car mover;,;,    car mover
Cargill Salt  ,,,(barge terminal),,,"1657 W Front St, 52728              ", [(319) 381-2210],;,car mover;,;,    car mover
Lafarge      ,,(formerly Whitestone Supply),(aggregates),Twinsburg,,"8530 N. Boyle Parkway, 44087                       ", [(330) 963-5180],;,;,;,   ???
"Cargill, Inc.",,,,Carleton,,"210  3rd, 68326                                ", [(402) 356-2351],;,SD40-2;,;,          :  SD40-2     Nee IC
